sample_id	aac6-Ib-cr	blaCTX-M-14	blaCTX-M-15	blaCTX-M-27	blaCTX-M-65	blaKPC-2	blaNDM-1	blaNDM-5	blaOXA-181	blaOXA-48	blaTEM-1	qnrB1	pcn_aac6-Ib-cr	pcn_blaCTX-M-14	pcn_blaCTX-M-15	pcn_blaCTX-M-27	pcn_blaCTX-M-65	pcn_blaKPC-2	pcn_blaNDM-1	pcn_blaNDM-5	pcn_blaOXA-181	pcn_blaOXA-48	pcn_blaTEM-1	pcn_qnrB1
ERR10461875	0	0	0	0	0	0	0	0	0	2	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.919	0.0	2.944
ERR10461877	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	3.0788	0.0	0.0
ERR10471668	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0278	0.0	0.0	0.0	23.7797	0.0	0.0	0.0
ERR10471754	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10471842	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	1.0367
ERR10471880	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10471881	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10471892	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0056	0.0	0.0	0.0	0.0	0.0	0.0	36.452	0.0	0.0	0.0
ERR10471926	0	0	0	0	0	0	0	1	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203	66.7129	0.0	0.0	0.0
ERR10471942	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.1569	0.0	0.0	0.0
ERR10471946	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0789	0.0	0.0	0.0
ERR10471956	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.1738	0.0	0.0	0.0
ERR10663183	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3263	0.0092	0.0	0.0	0.0
ERR10663210	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10663233	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546	0.0	0.0	0.0	0.0
ERR10663256	0	0	0	0	0	0	0	1	0	0	0	2	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.4771	0.0	0.002	0.0	1.5974
ERR10663273	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0
ERR10663284	0	0	0	0	0	0	0	1	2	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5662	130.0738	0.0	0.0	1.8046
ERR10669632	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10669667	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686260	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686333	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686334	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686352	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686366	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686377	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	2.4579
ERR10686383	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686389	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686459	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR10686474	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.688
ERR10686536	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
