sample_id	biosample	blaCTX-M	blaTEM	blaSHV	blaKPC	blaNDM	blaOXA-48-like	qnrB	aac6-Ib-cr	sul1	sul2	dfrA12	dfrA14	mcr-1
DRR390952	SAMD00502448	1	1	0	0	0	0	0	0	0	0	0	0	0
DRR390996	SAMD00502492	1	0	0	0	0	0	0	0	0	0	0	0	0
DRR391009	SAMD00502505	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1197954	SAMEA3719139	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1197955	SAMEA3719140	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1197962	SAMEA3719145	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1197963	SAMEA3719146	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1218538	SAMEA3531663	1	1	0	0	0	0	0	0	1	1	1	0	0
ERR1218542	SAMEA3531688	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1218547	SAMEA3531750	1	1	0	0	0	0	0	0	0	1	1	0	0
ERR1218558	SAMEA3531799	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1218563	SAMEA3531863	0	1	0	0	1	0	0	0	0	0	0	0	0
ERR1218583	SAMEA3531626	1	1	0	0	0	0	0	0	1	0	0	0	0
ERR1218590	SAMEA3531634	1	1	0	0	0	0	0	0	1	0	0	0	0
ERR1218594	SAMEA3531638	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR1218596	SAMEA3531642	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1218618	SAMEA3531704	1	1	0	0	0	0	0	0	0	1	1	0	0
ERR1218624	SAMEA3531721	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR1218637	SAMEA3531744	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1218639	SAMEA3531746	1	1	0	0	0	0	0	0	0	1	0	1	0
ERR1218640	SAMEA3531747	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1218650	SAMEA3531764	1	1	0	0	0	0	0	0	0	0	1	1	0
ERR1218668	SAMEA3531662	1	1	0	0	0	0	0	0	0	1	0	1	0
ERR1218677	SAMEA3531681	1	1	0	0	0	0	0	0	0	0	0	0	0
ERR1218687	SAMEA3531703	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1218711	SAMEA3531805	1	1	0	0	0	0	0	0	1	0	0	0	0
ERR1218712	SAMEA3531821	1	1	0	0	0	0	0	0	0	1	0	1	0
ERR134529	SAMEA1466152	0	0	0	0	0	0	0	0	0	1	0	1	0
ERR134530	SAMEA1466170	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR134535	SAMEA1466118	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR134538	SAMEA1466151	0	0	0	0	0	0	0	0	0	1	0	1	0
ERR134539	SAMEA1466199	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR137793	SAMEA1466139	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR137810	SAMEA1466100	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR137817	SAMEA1466177	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR137824	SAMEA1466108	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR1417737	SAMEA3993591	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR1417741	SAMEA3993595	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1417743	SAMEA3993597	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1417744	SAMEA3993598	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1417753	SAMEA3993607	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR1417756	SAMEA3993610	1	1	0	0	0	0	0	0	0	1	0	0	0
ERR1417761	SAMEA3993615	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1737209	SAMEA4555338	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1737210	SAMEA4555339	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1737215	SAMEA4555344	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1737217	SAMEA4555346	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR178159	SAMEA1531056	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR178172	SAMEA1531035	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR178177	SAMEA1531016	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR178178	SAMEA1530998	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR178182	SAMEA1530988	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR178183	SAMEA1531055	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR178184	SAMEA1531052	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR178188	SAMEA1531028	1	1	0	0	0	0	0	0	0	1	0	1	0
ERR178191	SAMEA1531058	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR178205	SAMEA1530993	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR178210	SAMEA1531043	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR178212	SAMEA1531033	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878174	SAMEA4370216	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR1878175	SAMEA4370217	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR1878197	SAMEA4370239	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1878202	SAMEA4370244	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR1878228	SAMEA4370270	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878236	SAMEA4370278	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR1878247	SAMEA4370289	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR1878258	SAMEA4370300	1	0	0	0	0	0	0	0	0	1	0	1	0
ERR1878268	SAMEA4370310	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878273	SAMEA4370315	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878276	SAMEA4370318	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR1878285	SAMEA4370327	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR1878298	SAMEA4370340	1	1	0	0	0	0	0	1	1	1	0	0	0
ERR1878333	SAMEA4370376	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR1878338	SAMEA4370381	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR1878340	SAMEA4370383	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR1878343	SAMEA4370386	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878344	SAMEA4370387	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878345	SAMEA4370388	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878347	SAMEA4370390	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR1878358	SAMEA4370401	1	1	0	0	0	0	0	1	1	1	0	0	0
ERR1878373	SAMEA4370416	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878376	SAMEA4370419	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878381	SAMEA4370424	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878384	SAMEA4370427	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR1878465	SAMEA4370508	1	1	0	0	0	0	0	0	0	1	0	1	0
ERR1912615	SAMEA103923480	1	0	0	0	0	0	0	0	0	1	0	1	0
ERR1912622	SAMEA103923487	0	1	0	0	0	0	0	0	1	1	1	0	0
ERR1912631	SAMEA103923496	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR1981373	SAMEA104077104	0	1	0	0	0	1	0	0	1	0	1	0	0
ERR1987533	SAMEA104083450	0	1	0	0	0	1	0	0	0	1	0	0	0
ERR1987773	SAMEA104083542	0	1	0	0	0	1	0	0	0	0	0	0	0
ERR1990254	SAMEA104091835	0	1	0	0	1	0	0	0	0	0	0	0	0
ERR1990255	SAMEA104091836	0	0	0	0	0	1	0	0	0	0	0	0	0
ERR1995411	SAMEA104107456	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR1995412	SAMEA104107457	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR1995431	SAMEA104107476	0	0	0	0	0	0	0	0	0	1	0	1	0
ERR1995447	SAMEA104107492	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR1995448	SAMEA104107493	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1995449	SAMEA104107494	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR1995451	SAMEA104107496	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR1995460	SAMEA104107505	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1995469	SAMEA104107514	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1995472	SAMEA104107517	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR1995479	SAMEA104107524	0	0	0	0	0	0	0	0	0	0	1	0	0
ERR1995481	SAMEA104107526	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR1995490	SAMEA104107535	0	0	0	0	0	0	0	0	0	0	1	0	0
ERR1995496	SAMEA104107541	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR1995500	SAMEA104107545	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR2010892	SAMEA104128285	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2010898	SAMEA104128291	1	0	0	0	0	0	1	1	1	0	0	0	0
ERR2010925	SAMEA104128318	0	1	0	0	0	0	1	0	1	0	0	0	0
ERR2010929	SAMEA104128322	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR2010934	SAMEA104128327	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2010949	SAMEA104128342	0	0	0	0	0	0	1	0	1	0	0	0	0
ERR2010960	SAMEA104128353	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2010966	SAMEA104128359	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2019147	SAMEA104142866	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR2019162	SAMEA104142881	1	0	0	0	0	0	0	0	0	1	0	0	0
ERR2019171	SAMEA104142890	1	1	0	0	0	0	0	0	0	1	0	0	0
ERR2019190	SAMEA104142909	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2019245	SAMEA104142964	1	1	0	0	0	0	0	0	1	0	1	0	1
ERR2019246	SAMEA104142965	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR2019253	SAMEA104142972	0	1	1	0	0	0	0	0	0	0	0	0	0
ERR2044057	SAMEA104175428	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044058	SAMEA104175429	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044070	SAMEA104175441	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044076	SAMEA104175447	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044077	SAMEA104175448	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044078	SAMEA104175449	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044079	SAMEA104175450	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044101	SAMEA104175472	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044105	SAMEA104175476	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR2044106	SAMEA104175477	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044111	SAMEA104175482	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2044142	SAMEA104175416	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2060036	SAMEA104188684	1	1	0	0	0	0	0	0	0	0	0	1	0
ERR2060061	SAMEA104188709	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR2060065	SAMEA104188713	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR2060071	SAMEA104188719	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR2060075	SAMEA104188723	0	0	0	0	0	0	0	0	0	1	1	0	0
ERR2060086	SAMEA104188734	1	1	0	0	0	0	0	0	0	1	0	0	0
ERR2060088	SAMEA104188736	1	1	0	0	0	0	0	0	1	0	0	0	0
ERR2060098	SAMEA104188746	1	1	0	0	0	0	0	0	0	1	0	1	0
ERR2060100	SAMEA104188748	1	1	0	0	0	0	0	0	0	0	0	1	0
ERR2060128	SAMEA104188776	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR2060129	SAMEA104188777	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR2060133	SAMEA104188781	1	1	0	0	0	0	0	1	0	1	0	1	0
ERR2060136	SAMEA104188784	1	1	0	0	0	0	0	0	0	0	0	0	0
ERR2060142	SAMEA104188790	1	0	0	0	0	0	0	0	1	0	0	0	0
ERR2124241	SAMEA104305651	1	0	0	0	1	0	0	0	0	0	0	0	0
ERR2124244	SAMEA104305654	0	0	0	0	0	1	0	0	0	1	0	0	0
ERR2124245	SAMEA104305655	0	0	0	0	0	1	0	0	0	0	0	0	0
ERR2137869	SAMEA4362735	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137875	SAMEA4362741	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2137882	SAMEA4362748	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137896	SAMEA4362763	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137906	SAMEA4362773	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137908	SAMEA4362775	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137914	SAMEA4362781	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137921	SAMEA4362788	1	1	0	0	0	0	0	0	0	0	0	0	0
ERR2137924	SAMEA4362791	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137940	SAMEA4362807	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137948	SAMEA4362815	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2137972	SAMEA4362839	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR2137980	SAMEA4362848	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2137986	SAMEA4362854	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138003	SAMEA4362872	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138017	SAMEA4362888	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR2138018	SAMEA4362889	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR2138024	SAMEA4362895	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138029	SAMEA4362900	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR2138032	SAMEA4362904	0	0	0	0	0	0	0	1	0	0	0	0	0
ERR2138044	SAMEA4362916	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR2138057	SAMEA4362930	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR2138059	SAMEA4362932	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138066	SAMEA4362939	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138076	SAMEA4362950	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138077	SAMEA4362951	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138085	SAMEA4362960	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138091	SAMEA4362966	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138101	SAMEA4362976	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138109	SAMEA4362984	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138111	SAMEA4362986	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR2138122	SAMEA4362997	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138124	SAMEA4362999	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138134	SAMEA4363010	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR2138143	SAMEA4363019	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138150	SAMEA4363026	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138161	SAMEA4363037	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138176	SAMEA4363053	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138177	SAMEA4363054	1	0	0	0	0	0	0	0	0	1	0	1	0
ERR2138192	SAMEA4363070	1	1	0	0	0	0	0	1	1	1	0	0	0
ERR2138195	SAMEA4363073	1	1	0	0	0	0	0	1	1	1	0	0	0
ERR2138196	SAMEA4363074	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR2138197	SAMEA4363075	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138203	SAMEA4363081	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR2138210	SAMEA4363088	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR2138221	SAMEA4363100	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR2138222	SAMEA4363101	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR2138223	SAMEA4363102	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR2138224	SAMEA4363103	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138232	SAMEA4363111	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138249	SAMEA4363129	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138281	SAMEA4363162	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138283	SAMEA4363164	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138294	SAMEA4363176	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2138299	SAMEA4363181	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138304	SAMEA4363186	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR2138313	SAMEA4363195	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138317	SAMEA4363199	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138338	SAMEA4363222	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138352	SAMEA4363236	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138356	SAMEA4363240	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138372	SAMEA4363256	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138375	SAMEA4363259	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138378	SAMEA4363262	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138384	SAMEA4363269	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR2138394	SAMEA4363279	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138415	SAMEA4363301	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138420	SAMEA4363306	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138422	SAMEA4363308	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138427	SAMEA4363313	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138429	SAMEA4363315	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138445	SAMEA4363331	0	1	0	0	0	0	0	0	0	1	1	0	0
ERR2138453	SAMEA4363341	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138454	SAMEA4363342	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138459	SAMEA4363347	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138494	SAMEA4363389	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR2138495	SAMEA4363390	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138508	SAMEA4363404	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138518	SAMEA4363414	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138520	SAMEA4363416	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138525	SAMEA4363421	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138527	SAMEA4363423	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138528	SAMEA4363424	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138529	SAMEA4363425	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138541	SAMEA4363438	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138545	SAMEA4363442	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR2138548	SAMEA4363445	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR2138553	SAMEA4363450	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138563	SAMEA4363460	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138565	SAMEA4363462	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138566	SAMEA4363463	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138567	SAMEA4363464	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138581	SAMEA4363478	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138599	SAMEA4363496	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138623	SAMEA4363522	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138629	SAMEA4363528	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR2138634	SAMEA4363534	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2138638	SAMEA4363538	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2138664	SAMEA4363566	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2138669	SAMEA4363571	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138688	SAMEA4363592	1	1	0	0	0	0	0	0	0	1	0	1	0
ERR2138711	SAMEA4363616	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2138722	SAMEA4363629	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2138724	SAMEA4363631	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2146813	SAMEA4362882	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2146815	SAMEA4362921	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2146818	SAMEA4363006	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR2146826	SAMEA4363287	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2146832	SAMEA4363364	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205868	SAMEA104407460	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205882	SAMEA104407474	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR2205883	SAMEA104407475	1	0	0	0	0	0	0	0	0	1	0	0	0
ERR2205885	SAMEA104407477	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2205890	SAMEA104407482	0	0	1	0	0	0	0	0	0	0	0	0	0
ERR2205895	SAMEA104407487	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2205896	SAMEA104407488	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205897	SAMEA104407489	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2205909	SAMEA104407501	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205910	SAMEA104407502	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2205914	SAMEA104407506	0	1	0	0	0	0	0	0	1	1	1	0	1
ERR2205926	SAMEA104407518	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR2205932	SAMEA104407524	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205948	SAMEA104407540	1	1	0	0	0	0	1	0	1	0	0	0	0
ERR2205949	SAMEA104407541	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2205951	SAMEA104407543	0	0	0	0	0	0	0	0	0	0	0	0	1
ERR2205954	SAMEA104407546	0	1	0	0	0	0	0	0	1	1	1	0	1
ERR2205957	SAMEA104407549	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205964	SAMEA104407556	0	0	0	0	0	0	0	0	1	1	0	0	0
ERR2205970	SAMEA104407562	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205983	SAMEA104407575	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2205988	SAMEA104407580	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2205992	SAMEA104407584	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR2205996	SAMEA104407588	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2206010	SAMEA104407602	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR2206019	SAMEA104407611	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2209644	SAMEA104412400	1	0	0	0	0	0	0	0	0	0	0	0	1
ERR2209724	SAMEA104412480	0	1	0	0	0	0	0	0	1	1	0	0	1
ERR2223767	SAMEA104437490	0	1	0	0	0	0	0	0	0	0	0	0	1
ERR2223919	SAMEA104437642	0	1	0	0	0	0	0	0	0	0	0	0	1
ERR2223922	SAMEA104437645	0	1	0	0	0	0	1	0	1	0	0	0	1
ERR2223926	SAMEA104437649	0	1	0	0	0	0	0	0	0	1	0	0	1
ERR2223967	SAMEA104437690	0	1	1	0	0	0	0	0	1	1	0	0	1
ERR2223969	SAMEA104437692	0	1	0	0	0	0	0	0	1	1	0	0	1
ERR2223975	SAMEA104437698	0	1	0	0	0	0	1	0	0	1	0	1	1
ERR2223976	SAMEA104437699	0	1	0	0	0	0	0	0	1	0	0	0	1
ERR2223980	SAMEA104437703	0	1	0	0	0	0	0	0	0	0	0	0	1
ERR2223994	SAMEA104437717	0	1	0	0	0	0	0	0	0	0	0	0	1
ERR2223995	SAMEA104437718	0	1	0	0	0	0	0	0	0	1	0	0	1
ERR2224008	SAMEA104437731	0	1	0	0	0	0	1	0	0	0	0	0	1
ERR2224009	SAMEA104437732	0	1	0	0	0	0	0	0	1	1	0	0	1
ERR2224017	SAMEA104437740	0	1	0	0	0	0	0	0	1	1	0	0	1
ERR2224023	SAMEA104437746	0	1	0	0	0	0	1	0	0	0	0	0	1
ERR2580165	SAMEA4652189	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2931025	SAMEA5131864	1	0	0	0	0	0	0	0	0	0	0	1	0
ERR2935293	SAMEA5075565	0	1	0	0	0	0	0	1	0	0	0	0	0
ERR2935297	SAMEA5075569	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935302	SAMEA5075574	1	0	0	0	0	0	0	0	0	1	0	0	0
ERR2935305	SAMEA5075577	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935309	SAMEA5075581	1	0	0	0	0	0	0	0	0	1	0	0	0
ERR2935311	SAMEA5075583	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2935339	SAMEA5075611	1	1	0	0	0	0	0	1	0	0	1	0	0
ERR2935345	SAMEA5075617	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935350	SAMEA5075622	1	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935351	SAMEA5075623	1	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935359	SAMEA5075631	1	1	0	0	0	0	0	1	1	1	1	0	0
ERR2935379	SAMEA5075651	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR2935381	SAMEA5075653	1	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935387	SAMEA5075659	1	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935399	SAMEA5075672	0	1	0	0	0	0	0	1	0	0	0	0	0
ERR2935401	SAMEA5075674	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935405	SAMEA5075678	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935419	SAMEA5075692	0	0	0	0	0	0	0	1	1	0	0	0	0
ERR2935445	SAMEA5075718	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935446	SAMEA5075719	0	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935468	SAMEA5075741	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935480	SAMEA5075753	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR2935485	SAMEA5075758	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2935488	SAMEA5075761	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935496	SAMEA5075769	0	1	0	0	0	0	0	0	0	1	0	0	0
