sample_id	biosample	mecA	blaZ	ermC	ermB	tetK	mupA
ERR212901	SAMEA1572517	1	0	0	0	0	0
ERR212927	SAMEA1572285	1	1	0	0	0	0
ERR212947	SAMEA1572527	1	1	0	0	0	0
ERR213001	SAMEA1572496	1	1	0	0	0	0
ERR213014	SAMEA1572258	1	1	0	0	1	0
ERR2309517	SAMEA104602089	0	1	0	0	0	0
ERR2309518	SAMEA104602090	0	1	0	0	0	0
ERR2309519	SAMEA104602091	0	0	0	0	0	0
ERR2309521	SAMEA104602093	0	1	0	0	0	0
ERR2309525	SAMEA104602097	0	1	0	0	0	0
ERR2309526	SAMEA104602098	0	1	0	0	0	0
ERR2309528	SAMEA104602100	0	0	0	0	0	0
ERR2309529	SAMEA104602039	0	0	0	0	0	0
ERR2309531	SAMEA104602102	0	0	0	0	0	0
ERR2309532	SAMEA104602103	0	0	0	0	0	0
ERR2309533	SAMEA104602104	0	1	0	0	0	0
ERR2309538	SAMEA104602109	0	1	0	0	0	0
ERR2309541	SAMEA104602112	0	1	0	0	0	0
ERR2309543	SAMEA104602114	0	1	0	0	0	0
ERR2309545	SAMEA104602116	0	0	0	0	0	0
ERR2309549	SAMEA104602119	0	1	0	0	0	0
ERR2309551	SAMEA104602121	0	0	0	0	0	0
ERR2309552	SAMEA104602122	0	1	0	0	0	0
ERR2309555	SAMEA104602125	0	1	0	0	0	0
ERR2309556	SAMEA104602126	0	1	0	0	0	0
ERR2309557	SAMEA104602127	0	1	0	0	0	0
ERR2309561	SAMEA104602131	0	1	0	0	0	0
ERR2309562	SAMEA104602041	0	1	0	0	0	0
ERR2309563	SAMEA104602042	0	1	0	0	0	0
ERR2309564	SAMEA104602043	0	1	0	0	0	0
ERR2309569	SAMEA104602047	0	0	0	0	0	0
ERR2309574	SAMEA104602052	0	1	0	0	0	0
ERR2309575	SAMEA104602053	0	1	0	0	0	0
ERR2309576	SAMEA104602054	0	1	0	0	1	0
ERR2309581	SAMEA104602136	0	0	0	0	0	0
ERR2309583	SAMEA104602057	0	1	0	0	0	0
ERR2309584	SAMEA104602058	0	1	0	0	0	0
ERR2309586	SAMEA104602060	0	1	0	0	0	0
ERR2309588	SAMEA104602062	0	1	0	0	0	0
ERR2309589	SAMEA104602063	1	0	0	0	0	0
ERR2309590	SAMEA104602064	0	1	0	0	0	0
ERR2309595	SAMEA104602068	0	1	0	0	0	0
ERR2309597	SAMEA104602070	0	1	0	0	0	0
ERR2309598	SAMEA104602071	0	1	0	0	0	0
ERR2309602	SAMEA104602075	0	1	0	0	0	0
ERR2309605	SAMEA104602078	0	1	0	0	0	0
ERR2309606	SAMEA104602079	0	1	0	0	0	0
ERR2309607	SAMEA104602080	0	1	0	0	0	0
ERR2309612	SAMEA104602085	0	1	0	0	0	0
ERR2309613	SAMEA104602086	0	1	0	0	0	0
ERR234887	SAMEA1709024	1	1	1	0	0	0
ERR237621	SAMEA1708667	1	1	0	0	0	0
ERR246614	SAMEA1708781	1	1	0	0	0	0
ERR249315	SAMEA1710092	1	0	0	0	0	0
ERR249323	SAMEA1710103	1	1	0	0	0	0
ERR256883	SAMEA1710114	1	0	1	0	0	0
ERR294307	SAMEA1904138	1	1	0	0	0	0
ERR302763	SAMEA1466507	1	1	0	0	0	0
ERR302839	SAMEA1466448	1	1	0	0	0	0
ERR3148086	SAMEA5330273	0	0	0	0	1	0
ERR3148087	SAMEA5330274	0	0	1	0	0	0
ERR3148090	SAMEA5330277	0	1	1	0	0	0
ERR3148097	SAMEA5330284	0	0	0	0	1	0
ERR3148099	SAMEA5330286	0	0	0	0	1	0
ERR3148102	SAMEA5330289	0	0	0	0	1	0
ERR3148104	SAMEA5330291	0	0	0	0	1	0
ERR3148106	SAMEA5330293	0	0	0	0	0	0
ERR3148112	SAMEA5330299	0	1	0	0	0	0
ERR3148113	SAMEA5330300	0	0	0	0	1	0
ERR3148115	SAMEA5330302	0	0	0	0	1	0
ERR3148117	SAMEA5330304	0	0	0	0	1	0
ERR3148118	SAMEA5330305	0	0	0	0	0	0
ERR3148119	SAMEA5330306	0	0	0	0	0	0
ERR3148120	SAMEA5330307	0	0	0	0	0	0
ERR3148121	SAMEA5330308	0	1	0	0	1	0
ERR3148125	SAMEA5330312	0	0	0	0	0	0
ERR3148127	SAMEA5330314	0	0	0	0	0	0
ERR3148128	SAMEA5330315	0	0	0	0	0	0
ERR3148130	SAMEA5330317	0	0	0	0	1	0
ERR3148131	SAMEA5330318	0	0	0	0	1	0
ERR3148133	SAMEA5330320	0	0	0	0	1	0
ERR3148134	SAMEA5330321	0	0	0	0	0	0
ERR3148137	SAMEA5330324	0	0	0	0	0	0
ERR3148139	SAMEA5330326	0	1	0	0	0	0
ERR3148140	SAMEA5330327	0	1	0	0	0	0
ERR3148142	SAMEA5330329	0	1	0	0	0	0
ERR3148144	SAMEA5330331	0	1	0	0	0	0
ERR355928	SAMEA1572280	1	1	0	0	0	0
ERR355931	SAMEA1568646	1	1	0	0	0	0
ERR355935	SAMEA1572478	1	0	0	0	0	0
ERR3826070	SAMEA5672311	1	1	1	0	0	0
ERR3826072	SAMEA5672313	1	1	0	0	0	0
ERR3826073	SAMEA5672314	1	1	0	0	0	0
ERR3826076	SAMEA5672317	1	1	0	0	0	0
ERR3826079	SAMEA5672304	1	1	1	0	0	0
ERR3826080	SAMEA5672305	1	1	1	0	0	0
ERR3826084	SAMEA5672335	1	1	0	0	0	0
ERR3826086	SAMEA5672341	1	1	1	0	0	0
ERR3826087	SAMEA5672344	1	1	0	0	0	0
ERR3826088	SAMEA5672415	1	1	1	0	0	0
ERR3826089	SAMEA5672416	1	1	1	0	0	0
ERR3826090	SAMEA5672445	1	0	0	0	0	0
ERR3826091	SAMEA5672446	1	1	1	0	1	0
ERR3826094	SAMEA5672449	1	1	1	0	0	0
ERR3826095	SAMEA5672450	1	1	0	0	0	1
ERR3826096	SAMEA5672451	1	1	1	0	0	0
ERR3826098	SAMEA5672453	1	0	0	0	0	0
ERR3826100	SAMEA5672455	1	1	1	0	0	0
ERR3826101	SAMEA5672456	1	1	1	0	0	0
ERR3826106	SAMEA5672461	1	1	0	0	0	0
ERR3826110	SAMEA5672465	1	0	0	0	0	0
ERR3826111	SAMEA5672466	1	1	1	0	0	0
ERR3826117	SAMEA5672473	1	1	0	0	0	0
ERR3826120	SAMEA5672477	1	1	0	0	0	0
ERR3826122	SAMEA5672483	1	1	0	0	0	0
ERR3826124	SAMEA5672485	1	1	1	0	0	0
ERR3826128	SAMEA5672489	1	1	1	0	0	0
ERR3826132	SAMEA5672493	1	1	1	0	0	0
ERR3826135	SAMEA5672496	1	1	1	0	1	0
ERR3826136	SAMEA5672497	1	1	0	0	0	0
ERR3826139	SAMEA5672500	1	1	0	0	0	0
ERR3826140	SAMEA5672501	1	1	0	0	0	0
ERR3826141	SAMEA5672502	1	0	1	0	0	0
ERR3826142	SAMEA5672503	1	1	1	0	0	0
ERR3826143	SAMEA5672504	1	1	0	0	0	0
ERR3826145	SAMEA5672506	1	1	1	0	0	0
ERR3826147	SAMEA5672508	1	1	0	0	0	1
ERR3826148	SAMEA5672509	1	1	1	0	0	0
ERR3826151	SAMEA5672512	1	1	0	0	0	0
ERR3826152	SAMEA5672513	1	1	0	0	0	0
ERR3826153	SAMEA5672514	1	1	0	0	0	0
ERR3826154	SAMEA5672515	1	1	1	0	0	0
ERR3826155	SAMEA5672516	1	1	1	0	1	0
ERR3826158	SAMEA5672519	1	1	1	0	1	0
ERR3826168	SAMEA5672529	1	1	0	0	0	0
ERR3826169	SAMEA5672530	1	1	0	0	0	0
ERR3826170	SAMEA5672531	1	1	1	0	0	0
ERR3826173	SAMEA5672534	1	1	1	0	1	1
ERR3826174	SAMEA5672535	1	1	1	0	0	0
ERR3826175	SAMEA5672536	1	1	0	0	0	0
ERR3826176	SAMEA5672537	1	1	1	0	1	0
ERR3826177	SAMEA5672538	1	1	1	0	0	1
ERR3826178	SAMEA5672539	1	1	1	0	0	0
ERR3826179	SAMEA5672540	1	1	1	0	0	0
ERR3826187	SAMEA5672548	1	1	0	0	0	0
ERR3826189	SAMEA5672550	1	1	0	0	0	0
ERR3826190	SAMEA5672551	1	1	0	0	0	0
ERR3826195	SAMEA5672556	1	1	0	0	0	0
ERR3826197	SAMEA5672558	1	0	0	0	0	0
ERR3826199	SAMEA5672560	1	1	1	0	0	0
ERR3826200	SAMEA5672561	1	1	0	0	0	0
ERR3826203	SAMEA5672577	1	1	0	0	0	0
ERR3826206	SAMEA5672580	1	1	0	0	0	0
ERR3826207	SAMEA5672581	1	1	0	0	0	1
ERR3826210	SAMEA5672564	1	1	0	1	1	0
ERR3826212	SAMEA5672566	1	1	0	0	0	0
ERR3826217	SAMEA5672571	1	1	0	0	0	0
ERR3826223	SAMEA5672584	1	0	0	0	0	0
ERR3826224	SAMEA5672585	1	1	0	0	0	0
ERR3826229	SAMEA5672590	1	1	1	0	0	0
ERR3826232	SAMEA5672593	1	1	0	0	0	0
ERR3826236	SAMEA5672597	1	1	0	0	1	0
ERR3826237	SAMEA5672598	1	1	0	0	0	0
ERR3826239	SAMEA5672600	1	1	0	0	0	0
ERR3826243	SAMEA5672604	1	1	0	0	0	0
ERR3826245	SAMEA5672606	1	1	0	0	0	0
ERR3826249	SAMEA5672610	1	1	1	0	0	0
ERR3826250	SAMEA5672611	1	1	0	0	0	0
ERR3826251	SAMEA5672612	1	1	0	0	0	0
ERR3826254	SAMEA5672615	1	0	0	0	1	0
ERR3826256	SAMEA5672617	1	1	0	0	0	0
ERR3826258	SAMEA5672619	1	0	0	0	0	0
ERR3826259	SAMEA5672620	1	1	0	0	0	0
ERR3826261	SAMEA5672622	1	1	1	0	0	0
ERR3826262	SAMEA5672623	1	1	0	0	0	0
ERR3826263	SAMEA5672624	1	1	1	0	0	0
ERR3826265	SAMEA5672626	1	1	1	0	1	0
ERR3826266	SAMEA5672627	1	1	0	0	0	0
ERR3826267	SAMEA5672628	1	1	1	0	0	0
ERR3826271	SAMEA5672632	1	1	0	0	0	0
ERR3826274	SAMEA5672635	1	1	0	0	0	0
ERR3826275	SAMEA5672636	1	1	0	0	1	0
ERR3826277	SAMEA5672638	1	1	0	0	0	0
ERR3826278	SAMEA5672639	1	1	0	0	0	0
ERR3826279	SAMEA5672640	1	1	0	0	0	0
ERR3826282	SAMEA5672643	1	1	0	0	0	0
ERR3826283	SAMEA5672644	1	1	0	0	0	0
ERR3826287	SAMEA5672648	1	1	1	0	1	0
ERR3826289	SAMEA5672650	1	1	0	0	0	0
ERR3826290	SAMEA5672651	1	1	0	0	0	0
ERR3826291	SAMEA5672652	1	1	0	0	1	0
ERR3826292	SAMEA5672653	1	1	1	0	0	0
ERR3826295	SAMEA5672656	1	1	0	0	0	0
ERR3826298	SAMEA5672659	1	1	1	0	0	0
ERR3826302	SAMEA5672663	1	1	1	0	0	0
ERR3826304	SAMEA5672665	1	1	1	0	0	0
ERR3826306	SAMEA5672667	1	1	1	0	0	0
ERR3826309	SAMEA5672671	1	1	0	0	1	0
ERR3826313	SAMEA5672675	1	1	0	0	0	0
ERR3826314	SAMEA5672676	1	1	0	0	0	0
ERR3826317	SAMEA5672679	1	1	0	0	0	0
ERR3826318	SAMEA5672680	1	1	0	0	0	0
ERR3826319	SAMEA5672681	1	1	0	0	0	1
ERR3826320	SAMEA5672682	1	1	1	0	0	0
ERR3826321	SAMEA5672683	1	1	0	0	0	0
ERR3826322	SAMEA5672684	1	1	0	0	0	0
ERR3826323	SAMEA5672685	1	1	0	0	0	0
ERR3826324	SAMEA5672686	1	1	0	0	0	0
ERR3826326	SAMEA5672688	1	1	0	0	0	0
ERR3826330	SAMEA5672692	1	1	1	0	0	0
ERR3826332	SAMEA5672694	1	1	0	0	0	1
ERR3826333	SAMEA5672695	1	1	0	0	1	0
ERR3826335	SAMEA5672697	1	1	0	0	1	0
ERR3826336	SAMEA5672698	1	1	0	0	0	0
ERR3826337	SAMEA5672699	1	0	0	0	0	0
ERR3826338	SAMEA5672700	1	1	0	0	1	0
ERR3826341	SAMEA5672703	1	1	0	0	0	0
ERR3826344	SAMEA5672706	1	0	1	0	0	0
ERR3826345	SAMEA5672707	1	1	1	0	0	0
ERR3826348	SAMEA5672710	1	1	1	0	1	0
ERR3826352	SAMEA5672714	1	1	0	0	0	0
ERR3826359	SAMEA5672721	1	1	1	0	0	0
ERR3826360	SAMEA5672722	1	1	1	0	0	0
ERR3826361	SAMEA5672723	1	1	0	0	0	0
ERR3826362	SAMEA5672724	1	1	0	0	0	0
ERR3826363	SAMEA5672725	1	1	0	0	0	0
ERR3826364	SAMEA5672726	1	1	1	0	0	0
ERR3826370	SAMEA5672732	1	1	1	0	0	0
ERR3826371	SAMEA5672733	1	1	0	0	0	0
ERR3826373	SAMEA5672735	1	1	1	0	0	0
ERR3826374	SAMEA5672736	1	1	0	0	0	0
ERR3826375	SAMEA5672737	1	1	0	0	0	0
ERR3826376	SAMEA5672738	1	1	0	0	0	0
ERR3826377	SAMEA5672739	1	1	0	0	0	0
ERR3826378	SAMEA5672740	1	1	0	0	1	0
ERR3826379	SAMEA5672741	1	1	1	0	0	0
ERR3826380	SAMEA5672742	1	1	1	0	0	0
ERR3826383	SAMEA5672745	1	1	1	0	0	0
ERR3826384	SAMEA5672746	1	1	0	0	0	0
ERR3826386	SAMEA5672748	1	1	1	0	0	0
ERR3826387	SAMEA5672749	1	1	1	0	0	0
ERR3826388	SAMEA5672750	1	1	1	0	0	0
ERR3826390	SAMEA5672752	1	1	0	0	0	0
ERR3826392	SAMEA5672754	1	1	0	0	0	0
ERR3826394	SAMEA5672756	1	1	1	0	0	0
ERR3826395	SAMEA5672757	1	1	1	0	0	0
ERR3826396	SAMEA5672758	1	1	0	0	0	0
ERR3826399	SAMEA5672761	1	1	0	1	0	0
ERR3826401	SAMEA5672763	1	1	0	0	0	0
ERR3826404	SAMEA5672766	1	1	0	0	0	0
ERR3826405	SAMEA5672767	1	1	0	0	0	0
ERR3826407	SAMEA5672769	1	1	0	0	0	0
ERR3826410	SAMEA5672772	1	0	0	0	0	0
ERR3826411	SAMEA5672773	1	1	1	0	0	0
ERR3826413	SAMEA5672775	1	1	0	0	0	0
ERR3826417	SAMEA5672779	1	1	1	0	1	0
ERR3826418	SAMEA5672780	1	1	0	0	1	0
ERR3826420	SAMEA5672782	1	1	0	0	0	0
ERR3826422	SAMEA5672784	1	0	0	0	0	0
ERR3826424	SAMEA5672786	1	1	0	0	1	0
ERR3826425	SAMEA5672787	1	1	1	0	0	0
ERR3826426	SAMEA5672788	1	0	0	0	0	0
ERR3826427	SAMEA5672789	1	1	0	0	0	0
ERR3826429	SAMEA5672791	1	1	0	0	0	0
ERR3826433	SAMEA5672795	1	0	0	0	0	0
ERR3826435	SAMEA5672797	1	1	0	0	0	0
ERR3826436	SAMEA5672798	1	1	0	0	1	0
ERR3826441	SAMEA5672804	1	1	1	0	0	0
ERR3826442	SAMEA5672805	1	1	0	1	0	0
ERR3826449	SAMEA5672812	1	1	1	0	0	1
ERR3826453	SAMEA5672819	1	1	0	0	0	0
ERR3826456	SAMEA5672822	1	1	0	0	0	0
ERR3826457	SAMEA5672823	1	1	0	0	0	0
ERR3826459	SAMEA5672825	1	1	0	0	0	0
ERR3826462	SAMEA5672828	1	1	1	0	0	0
ERR3826464	SAMEA5672813	1	1	0	0	0	0
ERR3826471	SAMEA5672834	1	1	1	0	0	0
ERR3826476	SAMEA5672839	1	1	0	0	0	0
ERR3826477	SAMEA5672840	1	1	0	0	0	0
ERR3826478	SAMEA5672841	1	1	1	0	0	0
ERR3826480	SAMEA5672843	1	1	1	0	0	0
ERR3826481	SAMEA5672844	1	1	0	0	0	0
ERR3826484	SAMEA5672847	1	1	0	0	0	0
ERR3826485	SAMEA5672848	1	1	0	0	0	0
ERR3826486	SAMEA5672849	1	1	1	0	0	0
ERR3826488	SAMEA5672851	1	1	1	0	0	0
ERR3826491	SAMEA5672854	1	1	1	0	0	0
ERR3826492	SAMEA5672855	1	1	0	0	0	0
ERR3826495	SAMEA5672858	1	1	1	0	0	0
ERR3826498	SAMEA5672861	1	1	1	0	0	0
ERR3826499	SAMEA5672862	1	0	0	0	0	0
ERR3826501	SAMEA5672864	1	1	0	0	0	0
ERR3826502	SAMEA5672865	1	1	1	0	0	0
ERR3826503	SAMEA5672866	1	1	0	0	0	0
ERR3826504	SAMEA5672867	1	1	0	0	0	1
ERR3826505	SAMEA5672868	1	1	1	0	0	0
ERR3826506	SAMEA5672869	1	1	0	0	0	0
ERR3826507	SAMEA5672870	1	0	0	0	0	0
ERR3826508	SAMEA5672871	1	1	1	0	1	0
ERR3826512	SAMEA5672875	1	0	0	0	0	0
ERR3826513	SAMEA5672876	1	1	0	0	0	0
ERR3826514	SAMEA5672877	1	1	1	0	0	0
ERR3826515	SAMEA5672878	1	1	1	0	0	0
ERR3826516	SAMEA5672879	1	1	1	0	0	0
ERR3826519	SAMEA5672882	1	1	1	0	0	0
ERR3826520	SAMEA5672883	1	1	1	0	0	0
ERR3826523	SAMEA5672886	1	1	0	0	0	0
ERR3826524	SAMEA5672887	1	1	0	0	0	0
ERR3826526	SAMEA5672889	1	1	1	0	0	0
ERR3826528	SAMEA5672891	1	1	1	0	0	0
ERR3826531	SAMEA5672894	1	1	1	0	0	0
ERR3826537	SAMEA5672900	1	1	1	0	0	0
ERR3826538	SAMEA5672901	1	1	0	0	0	0
ERR3826539	SAMEA5672902	1	1	0	0	0	1
ERR3826542	SAMEA5672905	1	1	0	0	1	1
ERR3826543	SAMEA5672906	1	1	0	0	0	0
ERR3826545	SAMEA5672908	1	1	1	0	0	0
ERR3826550	SAMEA5672913	1	1	0	0	0	0
ERR3826551	SAMEA5672914	1	1	1	0	0	0
ERR3826552	SAMEA5672915	1	1	0	0	0	1
ERR3826553	SAMEA5672916	1	1	0	0	1	0
ERR3826554	SAMEA5672917	1	1	0	0	0	0
ERR3826559	SAMEA5672922	1	1	0	0	0	0
ERR3826560	SAMEA5672923	1	0	0	0	1	0
ERR3826561	SAMEA5672924	1	1	0	0	0	0
ERR3826563	SAMEA5672926	1	1	1	0	0	0
ERR3826564	SAMEA5672927	1	1	1	0	0	0
ERR3826565	SAMEA5672928	1	1	0	0	0	0
ERR3826566	SAMEA5672929	1	1	0	0	0	0
ERR3826569	SAMEA5672932	1	1	0	0	0	0
ERR3826571	SAMEA5672934	1	1	1	0	0	0
ERR3826572	SAMEA5672935	1	1	1	0	0	0
ERR3826573	SAMEA5672936	1	1	0	0	0	0
ERR3826574	SAMEA5672937	1	1	0	0	0	0
ERR3826577	SAMEA5672940	1	1	1	0	0	1
ERR3826579	SAMEA5672942	1	1	0	0	0	0
ERR3826582	SAMEA5672945	1	1	0	0	0	0
ERR3826584	SAMEA5672947	1	1	1	0	0	0
ERR3826585	SAMEA5672948	1	1	0	0	0	0
ERR3826590	SAMEA5672953	1	1	0	0	0	0
ERR3826591	SAMEA5672954	1	1	0	0	0	0
ERR3826592	SAMEA5672955	1	1	0	0	0	0
ERR3826593	SAMEA5672956	1	1	0	0	0	0
ERR3826595	SAMEA5672958	1	0	1	0	0	0
ERR3826596	SAMEA5672959	1	1	1	0	0	0
ERR3826597	SAMEA5672960	1	1	0	0	0	0
ERR3826599	SAMEA5672962	1	1	1	0	0	0
ERR3826605	SAMEA5672968	1	1	0	0	0	0
ERR3826606	SAMEA5672969	1	0	1	0	0	0
ERR3826607	SAMEA5672970	1	0	0	0	0	0
ERR3826609	SAMEA5672972	1	1	0	0	0	0
ERR3826612	SAMEA5672975	1	1	1	0	0	0
ERR3826614	SAMEA5672977	1	1	1	0	1	0
ERR3826615	SAMEA5672978	1	1	0	0	0	0
ERR3826619	SAMEA5672982	1	1	0	0	0	1
ERR3826621	SAMEA5672984	1	1	0	0	0	0
ERR3826622	SAMEA5672985	1	1	0	0	0	0
ERR3826623	SAMEA5672986	1	1	1	0	0	0
ERR3826627	SAMEA5672990	1	1	0	0	0	0
ERR3826632	SAMEA5672995	1	0	0	0	0	0
ERR3826635	SAMEA5672998	1	1	1	0	0	0
ERR3826637	SAMEA5673000	1	0	0	0	0	0
ERR3826638	SAMEA5673001	1	1	0	0	0	0
ERR3826639	SAMEA5673002	1	1	0	0	1	0
ERR3826641	SAMEA5673004	1	1	0	0	0	0
ERR3826647	SAMEA5673010	1	1	1	0	0	0
ERR3826648	SAMEA5673011	1	1	0	0	1	0
ERR3826649	SAMEA5673012	1	1	0	0	0	0
ERR3826650	SAMEA5673013	1	1	0	0	0	0
ERR3826653	SAMEA5673016	1	1	0	0	0	0
ERR3826654	SAMEA5673017	1	1	1	0	0	0
ERR3826656	SAMEA5673019	1	1	1	0	0	0
ERR3826657	SAMEA5673020	1	1	0	0	1	0
ERR3826659	SAMEA5673022	1	1	0	0	0	0
ERR3826662	SAMEA5673025	1	1	0	0	0	0
ERR3826663	SAMEA5673026	1	1	0	0	0	0
ERR3826666	SAMEA5673029	1	1	1	0	0	0
ERR3826668	SAMEA5673031	1	1	1	0	1	0
ERR3826670	SAMEA5673033	1	1	1	0	0	0
ERR3826671	SAMEA5673034	1	1	1	0	0	1
ERR3826673	SAMEA5673036	1	1	0	0	0	0
ERR3826674	SAMEA5673037	1	1	0	0	0	0
ERR3826681	SAMEA5673044	1	0	0	0	0	1
ERR3826683	SAMEA5673046	0	1	0	0	0	0
ERR3826685	SAMEA5673048	1	1	0	0	0	0
ERR3826686	SAMEA5673049	0	1	0	0	0	0
ERR3826687	SAMEA5673050	1	1	1	0	0	0
ERR3826690	SAMEA5673053	1	1	0	0	0	0
ERR3826691	SAMEA5673054	1	0	1	0	1	0
ERR3826693	SAMEA5673056	1	1	0	0	0	0
ERR3826694	SAMEA5673057	1	1	0	0	0	1
ERR3826696	SAMEA5673059	1	1	0	0	0	0
ERR3826697	SAMEA5673060	1	1	1	0	0	0
ERR3826698	SAMEA5673061	1	1	1	0	0	0
ERR3826699	SAMEA5673062	1	1	0	0	0	0
ERR3826701	SAMEA5673064	1	1	0	0	0	1
ERR3826702	SAMEA5673065	1	1	0	0	0	1
ERR3826704	SAMEA5673067	1	1	0	0	0	0
ERR3826707	SAMEA5673070	1	1	1	0	1	0
ERR3826714	SAMEA5673077	1	1	0	0	0	0
ERR3826716	SAMEA5673087	1	1	0	0	1	0
ERR3826718	SAMEA5673089	1	1	0	0	0	0
ERR3826720	SAMEA5673079	1	1	0	0	0	0
ERR3826722	SAMEA5673081	1	1	1	0	0	0
ERR3826726	SAMEA5673085	1	1	1	0	0	1
ERR3826727	SAMEA5673086	1	1	0	0	0	0
ERR3826730	SAMEA5672321	1	1	0	0	0	0
ERR3826731	SAMEA5672322	1	1	1	0	0	0
ERR3826732	SAMEA5672323	1	1	1	0	0	0
ERR3826734	SAMEA5672325	1	1	1	0	1	0
ERR3826737	SAMEA5672328	1	1	0	0	0	0
ERR3826740	SAMEA5672331	1	1	0	0	0	0
ERR3826742	SAMEA5672333	1	1	1	0	1	0
ERR3826743	SAMEA5672334	1	1	0	0	0	0
ERR3826744	SAMEA5672343	1	1	1	0	0	0
ERR3826745	SAMEA5672336	1	1	0	0	0	0
ERR3826747	SAMEA5672339	1	1	0	0	0	0
ERR3826748	SAMEA5672340	1	1	1	0	0	0
ERR3826749	SAMEA5672342	1	1	1	0	0	0
ERR3826754	SAMEA5672349	1	1	0	0	0	0
ERR3826755	SAMEA5672350	1	1	0	0	1	0
ERR3826756	SAMEA5672351	1	1	0	0	0	0
ERR3826757	SAMEA5672352	1	1	1	0	0	0
ERR3826759	SAMEA5672354	1	1	0	0	0	0
ERR3826761	SAMEA5672356	1	1	1	0	0	0
ERR3826764	SAMEA5672359	1	1	1	0	0	0
ERR3826765	SAMEA5672360	1	1	1	0	0	0
ERR3826766	SAMEA5672361	1	1	1	0	1	0
ERR3826771	SAMEA5672366	1	1	0	0	0	0
ERR3826772	SAMEA5672367	1	1	0	0	0	0
ERR3826775	SAMEA5672370	1	1	0	0	0	0
ERR3826776	SAMEA5672371	1	1	0	0	0	0
ERR3826778	SAMEA5672373	1	1	0	0	0	0
ERR3826782	SAMEA5672377	1	0	0	0	0	0
ERR3826783	SAMEA5672378	1	1	0	0	0	0
ERR3826786	SAMEA5672381	1	1	0	0	0	0
ERR3826787	SAMEA5672382	1	1	0	0	0	0
ERR3826789	SAMEA5672384	1	1	0	0	0	1
ERR3826792	SAMEA5672387	1	1	0	0	0	0
ERR3826793	SAMEA5672388	1	1	0	0	1	0
ERR3826794	SAMEA5672389	1	1	1	0	0	0
ERR3826796	SAMEA5672391	1	1	1	0	0	0
ERR3826797	SAMEA5672392	1	1	0	0	0	0
ERR3826800	SAMEA5672395	1	1	1	0	0	0
ERR3826803	SAMEA5672398	1	1	0	0	0	0
ERR3826805	SAMEA5672400	1	0	0	0	0	0
ERR3826806	SAMEA5672401	1	1	1	0	0	0
ERR3826809	SAMEA5672404	1	1	1	0	0	0
ERR3826810	SAMEA5672405	1	1	0	0	0	0
ERR3826816	SAMEA5672411	1	1	0	0	0	1
ERR3826820	SAMEA5672417	1	1	0	0	0	0
ERR3826822	SAMEA5672419	1	1	1	0	0	0
ERR3826828	SAMEA5672425	1	1	1	0	0	0
ERR3826829	SAMEA5672426	1	1	0	0	0	0
ERR3826831	SAMEA5672428	1	1	0	0	0	0
ERR3826832	SAMEA5672429	1	1	1	0	1	0
ERR3826834	SAMEA5672431	1	1	0	0	0	0
ERR3826838	SAMEA5672435	1	1	1	0	1	0
ERR3826840	SAMEA5672437	1	1	0	0	0	0
ERR3826842	SAMEA5672439	1	1	0	0	0	0
ERR3826843	SAMEA5672440	1	1	1	0	1	0
ERR3826844	SAMEA5672441	1	1	0	0	0	0
ERR3826846	SAMEA5672443	1	0	0	0	0	0
ERR3826848	SAMEA5672469	1	1	0	0	0	0
ERR3826850	SAMEA5672478	1	1	0	0	0	0
ERR3826851	SAMEA5672479	1	1	0	0	0	0
ERR3826852	SAMEA5672481	1	1	0	0	0	0
ERR3826853	SAMEA5672482	1	1	0	0	0	1
ERR3829616	SAMEA5672803	1	0	0	0	0	0
ERR4013645	SAMEA6656585	0	1	0	0	0	0
ERR4013648	SAMEA6656588	0	0	0	0	0	0
ERR4013649	SAMEA6656589	0	1	0	0	0	0
ERR4013650	SAMEA6656590	0	1	0	0	0	0
ERR4013651	SAMEA6656591	0	1	0	0	0	0
ERR4013653	SAMEA6656593	0	0	0	0	0	0
ERR4013654	SAMEA6656594	0	1	0	0	0	0
ERR4013656	SAMEA6656596	0	1	0	0	0	0
ERR4013659	SAMEA6656599	0	0	0	0	0	0
ERR4013660	SAMEA6656600	1	1	0	0	0	0
ERR4013661	SAMEA6656601	0	0	0	0	0	0
ERR4013662	SAMEA6656602	0	0	0	0	0	0
ERR4013663	SAMEA6656603	0	1	0	0	0	0
ERR4013665	SAMEA6656605	0	1	0	0	0	0
ERR4013667	SAMEA6656607	0	1	0	0	0	0
ERR4013668	SAMEA6656608	0	1	0	0	0	0
ERR4013670	SAMEA6656610	0	1	0	0	0	0
ERR4013671	SAMEA6656611	0	0	0	0	0	0
ERR4013673	SAMEA6656613	0	1	0	0	0	0
ERR4013675	SAMEA6656615	0	1	0	0	0	0
ERR4013682	SAMEA6656622	0	0	0	0	0	0
ERR4013686	SAMEA6656626	0	1	0	0	0	0
ERR4013689	SAMEA6656629	0	0	0	0	0	0
ERR4013691	SAMEA6656631	0	0	0	0	0	0
ERR4013693	SAMEA6656633	0	1	0	0	0	0
ERR4013694	SAMEA6656634	0	1	0	0	0	0
ERR4013696	SAMEA6656636	0	0	0	0	0	0
ERR4013697	SAMEA6656637	0	0	0	0	0	0
ERR4013698	SAMEA6656638	0	0	0	0	0	0
ERR4013700	SAMEA6656640	0	0	0	0	0	0
