sample_id	biosample	blaSHV	blaKPC	blaNDM	blaCTX-M	qnrB	blaOXA-48-like	aac6-Ib-cr
SRR23031782	SAMN32644122	1	0	0	0	0	0	0
SRR23048665	SAMN32676157	1	0	0	0	0	0	0
SRR23456122	SAMN33288258	1	0	1	1	0	0	0
SRR23946086	SAMN33867239	1	0	0	1	0	0	1
SRR24035944	SAMN34030098	1	1	0	1	1	0	1
SRR24466093	SAMN34998289	1	0	0	1	0	0	0
SRR2915830	SAMN04102438	1	1	0	0	0	0	0
SRR3051222	SAMN04357390	0	0	0	0	0	0	0
SRR3305565	SAMN04448508	1	0	0	0	0	0	0
SRR3996238	SAMN05170121	1	1	0	0	0	0	0
SRR4140109	SAMN03159388	0	0	0	0	0	0	0
SRR4198682	SAMN05751344	1	1	0	0	0	0	0
SRR4198777	SAMN05751430	1	1	0	0	0	0	0
SRR5093489	SAMN05956115	1	1	0	0	0	0	0
SRR5093755	SAMN05956146	1	1	0	0	0	0	0
SRR5385645	SAMN06438060	1	0	0	1	0	0	0
SRR5385805	SAMN06437900	1	0	0	1	1	0	1
SRR5385900	SAMN06437805	1	0	0	1	0	0	0
SRR5386148	SAMN06438545	1	0	0	1	0	0	0
SRR5386254	SAMN06437351	1	0	0	1	0	0	0
SRR5386474	SAMN06437756	1	1	0	1	0	0	0
SRR5386584	SAMN06437647	1	0	0	1	0	0	0
SRR5386744	SAMN06438418	1	1	0	0	0	0	0
SRR5386776	SAMN06438386	1	0	0	1	1	0	1
SRR5387001	SAMN06437623	1	0	0	1	0	0	0
SRR5387028	SAMN06437596	1	0	0	0	0	0	0
SRR5387185	SAMN06438984	1	0	0	1	0	0	1
SRR5387286	SAMN06438883	1	0	0	1	0	0	0
SRR5387315	SAMN06438854	1	0	0	1	0	0	0
SRR5387324	SAMN06438845	1	1	0	1	0	0	0
SRR5387411	SAMN06438758	1	0	0	1	0	0	0
SRR5666412	SAMN07212768	1	1	0	0	0	0	0
SRR5666611	SAMN07212825	1	1	0	0	0	0	1
SRR5877448	SAMN07421107	1	0	0	1	1	0	0
SRR5877487	SAMN07421122	0	0	0	1	0	0	0
SRR5893983	SAMN07436576	1	0	0	0	0	0	0
SRR5931344	SAMN07503087	1	1	0	0	0	0	0
SRR5931381	SAMN07503073	1	1	0	0	0	0	0
SRR5931414	SAMN07503126	1	1	0	0	0	0	0
SRR5931422	SAMN07503054	1	1	0	0	0	0	0
SRR5943487	SAMN07450624	1	0	0	1	0	0	0
SRR5973304	SAMN07525446	1	0	0	0	0	0	0
SRR6204367	SAMN07447480	1	1	0	0	0	0	0
SRR6763992	SAMN08579654	1	1	0	0	0	0	0
SRR6764147	SAMN08579637	1	1	0	0	0	0	0
SRR6951522	SAMN07609158	1	1	0	1	1	0	0
SRR6958851	SAMN07602138	1	0	1	1	1	0	1
SRR6959176	SAMN07609154	1	1	0	1	0	0	0
SRR7049940	SAMN08895682	1	0	0	1	0	1	1
SRR7049954	SAMN08895719	1	0	0	1	0	1	1
SRR7540282	SAMN09688142	1	1	0	1	0	0	0
SRR7624361	SAMN09694010	1	1	0	0	0	0	0
SRR7716646	SAMN09842406	1	1	0	1	0	0	0
SRR8071928	SAMN06218060	1	1	0	0	0	0	0
SRR8072007	SAMN06218123	1	1	0	0	0	0	0
SRR8174929	SAMN10390550	1	0	0	1	0	0	1
SRR8175009	SAMN10390496	1	0	0	1	0	0	0
SRR8199657	SAMN10435770	1	1	0	0	0	0	0
SRR8241384	SAMN10473949	1	1	0	1	0	0	0
SRR8268491	SAMN10503465	1	0	0	1	1	1	1
SRR8286508	SAMN10527478	1	1	0	1	0	0	0
SRR8291867	SAMN10527289	1	0	0	1	0	1	0
SRR8599776	SAMN08364447	1	1	0	0	0	0	0
SRR8738399	SAMN11125748	1	0	0	0	0	0	0
SRR8798058	SAMN11278729	1	1	0	0	0	0	0
SRR8798061	SAMN11278728	1	1	0	0	0	0	0
SRR8916348	SAMN11399360	1	0	1	1	0	1	0
SRR8916527	SAMN11399448	1	0	0	1	0	1	1
SRR8919602	SAMN11399499	1	0	1	1	0	1	0
SRR9209171	SAMN11476181	1	0	0	0	0	0	0
SRR9217819	SAMN11979528	1	1	0	0	0	0	0
SRR9217850	SAMN11979440	0	1	0	0	1	0	1
SRR9615939	SAMN12145172	1	0	0	1	1	0	0
SRR9734679	SAMN12342961	1	0	1	1	0	1	0
SRR9858642	SAMN12393049	1	1	0	0	0	0	0
SRR9858724	SAMN12393031	1	1	0	0	0	0	0
