sample_id	biosample	blaOXA-23	blaOXA-24-like	blaOXA-58-like
SRR3170775	SAMN04491440	1	0	0
SRR3170776	SAMN04491441	1	0	0
SRR3170777	SAMN04491442	1	0	0
SRR3170778	SAMN04491443	1	0	0
SRR3170779	SAMN04491444	1	0	0
SRR3170780	SAMN04491445	1	0	0
SRR3170781	SAMN04491446	1	0	0
SRR3170782	SAMN04491447	1	0	0
SRR3170783	SAMN04491448	1	0	0
SRR3170784	SAMN04491449	1	0	0
SRR3170785	SAMN04491450	1	0	0
SRR3170786	SAMN04491451	1	0	0
SRR3170787	SAMN04491452	1	0	0
SRR3170788	SAMN04491453	1	0	0
SRR3170789	SAMN04491454	1	0	0
SRR3197175	SAMN04516582	0	0	0
SRR3197589	SAMN04525189	0	0	0
SRR3197590	SAMN04525190	0	0	0
SRR3197591	SAMN04525191	0	0	0
SRR3197592	SAMN04525192	0	0	0
SRR3197593	SAMN04525193	0	0	0
SRR3197594	SAMN04525194	0	0	0
SRR3197595	SAMN04525195	0	0	0
SRR3197596	SAMN04525196	0	0	0
SRR3197597	SAMN04525197	0	0	0
SRR3197599	SAMN04525199	0	0	0
SRR3197600	SAMN04525200	0	0	0
SRR3197602	SAMN04525201	0	0	0
SRR3197603	SAMN04525202	0	0	0
SRR3197604	SAMN04525203	0	0	0
SRR3197605	SAMN04525204	0	0	0
SRR3197606	SAMN04525205	0	0	0
SRR3197607	SAMN04525206	0	0	0
SRR3197608	SAMN04525207	0	0	0
SRR3197609	SAMN04525208	0	0	0
SRR3197610	SAMN04525209	0	0	0
SRR3216436	SAMN04515401	0	0	0
SRR3216437	SAMN04515407	0	0	0
SRR3216439	SAMN04544429	0	0	0
SRR3216440	SAMN04544430	0	0	0
SRR3216441	SAMN04544431	0	0	0
SRR3216442	SAMN04544432	0	0	0
SRR3217267	SAMN04515391	0	0	0
SRR3217268	SAMN04515395	0	0	0
SRR3217269	SAMN04515397	0	0	0
SRR3217271	SAMN04515399	0	0	0
SRR3217272	SAMN04515405	0	0	0
SRR3217273	SAMN04515409	0	0	0
SRR3217321	SAMN04515390	0	0	0
SRR3217322	SAMN04515392	0	0	0
SRR3217323	SAMN04515393	0	0	0
SRR3217324	SAMN04515394	0	0	0
SRR3217325	SAMN04515400	0	0	0
SRR3217328	SAMN04515402	0	0	0
SRR3217329	SAMN04515403	0	0	0
SRR3217330	SAMN04515404	0	0	0
SRR3217331	SAMN04515406	0	0	0
SRR3217332	SAMN04515408	0	0	0
SRR3217387	SAMN04515789	0	0	0
SRR3217388	SAMN04515790	0	0	0
SRR3217389	SAMN04515791	0	0	0
SRR3217390	SAMN04515792	0	0	0
SRR3217391	SAMN04515793	0	0	0
SRR3217392	SAMN04515794	0	0	0
SRR3217394	SAMN04515796	0	0	0
SRR3217395	SAMN04515797	0	0	0
SRR3217396	SAMN04515798	0	0	0
SRR3217397	SAMN04515799	0	0	0
SRR3217398	SAMN04515800	0	0	0
SRR3217399	SAMN04515801	0	0	0
SRR3217400	SAMN04515802	0	0	0
SRR3217401	SAMN04515803	0	0	0
SRR3217402	SAMN04515804	0	0	0
SRR3217403	SAMN04515805	0	0	0
SRR3217404	SAMN04515806	0	0	0
SRR3217405	SAMN04515807	0	0	0
SRR3217406	SAMN04515808	0	0	0
SRR3217407	SAMN04515809	0	0	0
SRR3218381	SAMN04545389	0	0	0
SRR3218382	SAMN04545390	0	0	0
SRR3218383	SAMN04545391	0	0	0
SRR3218384	SAMN04545392	0	0	0
SRR3218385	SAMN04545393	0	0	0
SRR3218386	SAMN04545394	0	0	0
SRR3218387	SAMN04545395	0	0	0
SRR3218388	SAMN04545396	0	0	0
SRR3218389	SAMN04545397	0	0	0
SRR3218390	SAMN04545398	0	0	0
SRR3218391	SAMN04545399	0	0	0
SRR3218392	SAMN04545400	0	0	0
SRR3218393	SAMN04545401	0	0	0
SRR3218394	SAMN04545402	0	0	0
SRR3218395	SAMN04545403	0	0	0
SRR3218396	SAMN04545404	0	0	0
SRR3218397	SAMN04545405	0	0	0
SRR3218398	SAMN04545406	0	0	0
SRR3218399	SAMN04545407	0	0	0
SRR3218400	SAMN04545408	0	0	0
SRR3218401	SAMN04545409	0	0	0
SRR3218402	SAMN04545410	0	0	0
SRR3222484	SAMN04546716	0	0	0
SRR3222485	SAMN04546717	0	0	0
SRR3222486	SAMN04546718	0	0	0
SRR3222487	SAMN04546719	0	0	0
SRR3222488	SAMN04546720	0	0	0
SRR3222489	SAMN04546721	0	0	0
SRR3222490	SAMN04546722	0	0	0
SRR3222491	SAMN04546723	0	0	0
SRR3222492	SAMN04546724	0	0	0
SRR3222493	SAMN04546725	0	0	0
SRR3222494	SAMN04546726	0	0	0
SRR3222495	SAMN04546727	0	0	0
SRR3222496	SAMN04546728	0	0	0
SRR3222497	SAMN04546729	0	0	0
SRR3222498	SAMN04546730	0	0	0
SRR3222499	SAMN04546731	0	0	0
SRR3223161	SAMN04547088	0	0	0
SRR3223162	SAMN04547089	0	0	0
SRR3223163	SAMN04547090	0	0	0
SRR3223164	SAMN04547091	0	0	0
SRR3223165	SAMN04547092	0	0	0
SRR3223166	SAMN04547093	0	0	0
SRR3223167	SAMN04547094	0	0	0
SRR3223168	SAMN04547095	0	0	0
SRR3223169	SAMN04547096	0	0	0
SRR3223170	SAMN04547097	0	0	0
SRR3223171	SAMN04547098	0	0	0
SRR3223172	SAMN04547099	0	0	0
SRR3223173	SAMN04547100	0	0	0
SRR3223174	SAMN04547101	0	0	0
SRR3223175	SAMN04547102	0	0	0
SRR3223176	SAMN04547103	0	0	0
SRR3223177	SAMN04547104	0	0	0
SRR3223178	SAMN04547105	0	0	0
SRR3223179	SAMN04547106	0	0	0
SRR3223180	SAMN04547107	0	0	0
SRR3223465	SAMN04549255	0	0	0
SRR3223466	SAMN04549256	0	0	0
SRR3223467	SAMN04549257	0	0	0
SRR3223469	SAMN04549259	0	0	0
SRR3223470	SAMN04549260	0	0	0
SRR3223471	SAMN04549261	0	0	0
SRR3223472	SAMN04549262	0	0	0
SRR3223473	SAMN04549263	0	0	0
SRR3223474	SAMN04549264	0	0	0
SRR3223476	SAMN04549266	0	0	0
SRR3223478	SAMN04549268	0	0	0
SRR3223479	SAMN04549269	0	0	0
SRR3223480	SAMN04549270	0	0	0
SRR3223481	SAMN04549271	0	0	0
SRR3223482	SAMN04549272	0	0	0
SRR3223483	SAMN04549273	0	0	0
SRR3223484	SAMN04549274	0	0	0
SRR3223485	SAMN04549275	0	0	0
SRR3223550	SAMN04549300	0	0	0
SRR3223552	SAMN04549302	0	0	0
SRR3223553	SAMN04549303	0	0	0
SRR3223554	SAMN04549304	0	0	0
SRR3223555	SAMN04549305	0	0	0
SRR3223556	SAMN04549306	0	0	0
SRR3223557	SAMN04549307	0	0	0
SRR3223558	SAMN04549308	0	0	0
SRR3223560	SAMN04549310	0	0	0
SRR3223561	SAMN04549311	0	0	0
SRR3223562	SAMN04549312	0	0	0
SRR3223563	SAMN04549313	0	0	0
SRR3223564	SAMN04549314	0	0	0
SRR3223565	SAMN04549315	0	0	0
SRR3223566	SAMN04549316	0	0	0
SRR3223567	SAMN04549317	0	0	0
SRR3223568	SAMN04549318	0	0	0
SRR3223910	SAMN04549497	0	0	0
SRR3223911	SAMN04549498	0	0	0
SRR3223912	SAMN04549499	0	0	0
SRR3223913	SAMN04549500	0	0	0
SRR3223914	SAMN04549501	0	0	0
SRR3223915	SAMN04549502	0	0	0
SRR3223916	SAMN04549503	0	0	0
SRR3223917	SAMN04549504	0	0	0
SRR3223918	SAMN04549505	0	0	0
SRR3223919	SAMN04549506	0	0	0
SRR3223920	SAMN04549507	0	0	0
SRR3223921	SAMN04549508	0	0	0
SRR3223922	SAMN04549509	0	0	0
SRR3223923	SAMN04549510	0	0	0
SRR3223924	SAMN04549511	0	0	0
SRR3223925	SAMN04549512	0	0	0
SRR3223926	SAMN04549513	0	0	0
SRR3223927	SAMN04549514	0	0	0
SRR3223928	SAMN04549515	0	0	0
SRR3223929	SAMN04549516	0	0	0
SRR3224227	SAMN04549546	0	0	0
SRR3224228	SAMN04549547	0	0	0
SRR3224230	SAMN04549549	0	1	0
SRR3224231	SAMN04549550	0	0	0
SRR3224232	SAMN04549551	0	0	0
SRR3224233	SAMN04549552	0	0	0
SRR3224234	SAMN04549553	0	0	0
SRR3224235	SAMN04549554	0	0	0
SRR3224236	SAMN04549555	0	0	0
SRR3224237	SAMN04549556	0	0	0
SRR3224238	SAMN04549557	0	0	0
SRR3224239	SAMN04549558	0	0	0
SRR3224240	SAMN04549559	0	0	0
SRR3224241	SAMN04549560	0	0	0
SRR3224242	SAMN04549561	0	0	0
SRR3224243	SAMN04549562	0	0	0
SRR3224244	SAMN04549563	0	0	0
SRR3224793	SAMN04549824	0	0	0
SRR3224794	SAMN04549825	0	0	0
SRR3224795	SAMN04549826	0	0	0
SRR3224796	SAMN04549827	0	0	0
SRR3224797	SAMN04549828	0	0	0
SRR3224798	SAMN04549829	0	0	0
SRR3224799	SAMN04549830	0	0	0
SRR3224800	SAMN04549831	1	0	0
SRR3224801	SAMN04549832	0	0	0
SRR3224802	SAMN04549833	0	0	0
SRR3224803	SAMN04549834	0	0	0
SRR3224804	SAMN04549835	0	0	0
SRR3224805	SAMN04549837	0	0	0
SRR3224806	SAMN04549838	0	0	0
SRR3224807	SAMN04549839	0	0	0
SRR3224808	SAMN04549840	0	0	0
SRR3224809	SAMN04549841	0	0	0
SRR3224810	SAMN04549842	0	0	0
SRR3224811	SAMN04549843	0	0	0
SRR3224812	SAMN04549844	0	0	0
SRR3224982	SAMN04549865	0	0	0
SRR3224984	SAMN04549866	0	0	0
SRR3224985	SAMN04549867	0	0	0
SRR3224986	SAMN04549868	0	0	0
SRR3224987	SAMN04549869	0	0	0
SRR3224988	SAMN04549870	0	0	0
SRR3224989	SAMN04549871	0	0	0
SRR3224990	SAMN04549872	0	0	0
SRR3224991	SAMN04549873	0	0	0
SRR3224992	SAMN04549874	0	0	0
SRR3224993	SAMN04549875	0	0	0
SRR3224994	SAMN04549876	0	0	0
SRR3224995	SAMN04549877	0	0	0
SRR3224996	SAMN04549878	0	0	0
SRR3224997	SAMN04549879	0	0	0
SRR3224998	SAMN04549880	0	0	0
SRR3224999	SAMN04549881	0	0	0
SRR3225001	SAMN04549883	0	0	0
SRR3225002	SAMN04549884	0	0	0
SRR3225003	SAMN04549885	0	0	0
SRR3225041	SAMN04550075	0	0	0
SRR3225042	SAMN04550076	0	0	0
SRR3225043	SAMN04550077	0	0	0
SRR3225044	SAMN04550078	0	0	0
SRR3225045	SAMN04550079	0	0	0
SRR3225046	SAMN04550080	0	0	0
SRR3225047	SAMN04550081	0	0	0
SRR3225048	SAMN04550082	0	0	0
SRR3225049	SAMN04550083	0	0	0
SRR3225050	SAMN04550084	0	0	0
SRR3225051	SAMN04550085	0	0	0
SRR3225052	SAMN04550086	0	0	0
SRR3225053	SAMN04550087	0	0	0
SRR3225054	SAMN04550088	0	0	0
SRR3225055	SAMN04550089	0	0	0
SRR3225056	SAMN04550090	0	0	0
SRR3225057	SAMN04550091	0	0	0
SRR3225058	SAMN04550092	0	0	0
SRR3225059	SAMN04550093	0	0	0
SRR3225060	SAMN04550094	0	0	0
SRR3225061	SAMN04550095	0	0	0
SRR3225230	SAMN04550105	0	0	0
SRR3225231	SAMN04550106	0	0	0
SRR3225232	SAMN04550107	0	0	0
SRR3225233	SAMN04550108	0	0	0
SRR3225234	SAMN04550109	0	0	0
SRR3225235	SAMN04550110	0	0	0
SRR3225236	SAMN04550111	0	0	0
SRR3225237	SAMN04550112	0	0	0
SRR3225238	SAMN04550113	0	0	0
SRR3225240	SAMN04550114	0	0	0
SRR3225241	SAMN04550115	0	0	0
SRR3225242	SAMN04550116	0	0	0
SRR3225243	SAMN04550117	0	0	0
SRR3225244	SAMN04550118	0	0	0
SRR3225245	SAMN04550119	0	0	0
SRR3225246	SAMN04550120	0	0	0
SRR3225248	SAMN04550122	0	0	0
SRR3225249	SAMN04550123	0	0	0
SRR3225250	SAMN04550124	0	0	0
SRR3226988	SAMN04555174	0	0	0
SRR3226989	SAMN04555175	0	0	0
SRR3226990	SAMN04555176	0	0	0
SRR3226991	SAMN04555177	0	0	0
SRR3226992	SAMN04555178	0	0	0
SRR3226993	SAMN04555179	0	0	0
SRR3226994	SAMN04555180	0	0	0
SRR3226995	SAMN04555181	0	0	0
SRR3226996	SAMN04555182	0	0	0
SRR3226997	SAMN04555183	0	0	0
SRR3226998	SAMN04555184	0	0	0
SRR3226999	SAMN04555185	0	0	0
SRR3227001	SAMN04555187	0	0	0
SRR3227002	SAMN04555188	0	0	0
SRR3227003	SAMN04555189	0	0	0
SRR3227004	SAMN04555190	0	0	0
SRR3227005	SAMN04555191	0	0	0
SRR3227006	SAMN04555192	0	0	0
SRR3227007	SAMN04555193	0	0	0
SRR3227008	SAMN04555194	0	0	0
SRR3227009	SAMN04555195	0	0	0
SRR3227010	SAMN04555196	0	0	0
SRR3227011	SAMN04555197	0	0	0
SRR3227012	SAMN04555198	0	0	0
SRR3227013	SAMN04555199	0	0	0
SRR3227014	SAMN04555200	0	0	0
SRR3227015	SAMN04555201	0	0	0
SRR3227016	SAMN04555202	0	0	0
SRR3227017	SAMN04555203	0	0	0
SRR3227018	SAMN04555204	0	0	0
SRR3227019	SAMN04555205	0	0	0
SRR3227020	SAMN04555206	0	0	0
SRR3227021	SAMN04555207	0	0	0
SRR3227022	SAMN04555208	0	0	0
SRR3227023	SAMN04555209	0	0	0
SRR3227024	SAMN04555210	0	0	0
SRR3227025	SAMN04555211	0	0	0
SRR3227026	SAMN04555212	0	0	0
SRR3227027	SAMN04555213	0	0	0
SRR3227028	SAMN04555214	0	0	0
SRR3227029	SAMN04555215	0	0	0
SRR3227030	SAMN04555216	0	0	0
SRR3227031	SAMN04555217	0	0	0
SRR3227032	SAMN04555218	0	0	0
SRR3227033	SAMN04555219	0	0	1
SRR3227034	SAMN04555220	0	0	0
SRR3227035	SAMN04555221	0	0	0
SRR3227036	SAMN04555222	0	0	0
SRR3227037	SAMN04555223	0	0	0
SRR3227038	SAMN04555224	0	0	0
SRR3227039	SAMN04555225	0	0	0
SRR3227040	SAMN04555226	0	0	0
SRR3227041	SAMN04555227	0	0	0
SRR3227042	SAMN04555228	0	0	0
SRR3227043	SAMN04555229	0	0	0
SRR3227044	SAMN04555230	0	0	0
SRR3227045	SAMN04555231	0	0	0
SRR3227046	SAMN04555232	0	0	0
SRR3227047	SAMN04555233	0	0	0
SRR3227048	SAMN04555234	0	0	0
SRR3228473	SAMN04555289	0	0	0
SRR3228474	SAMN04555290	0	0	0
SRR3228475	SAMN04555291	0	0	0
SRR3228476	SAMN04555292	0	0	0
SRR3228477	SAMN04555293	0	0	0
SRR3228478	SAMN04555294	0	0	0
SRR3228479	SAMN04555295	0	0	0
SRR3228480	SAMN04555296	0	0	0
SRR3228481	SAMN04555297	0	0	0
SRR3228482	SAMN04555298	0	0	0
SRR3228483	SAMN04555299	0	0	0
SRR3228488	SAMN04555300	0	0	0
SRR3228489	SAMN04555301	0	0	0
SRR3228490	SAMN04555302	0	0	0
SRR3228491	SAMN04555303	0	0	0
SRR3228492	SAMN04555304	0	0	0
SRR3228493	SAMN04555305	0	0	0
SRR3228494	SAMN04555306	0	0	0
SRR3228495	SAMN04555307	0	0	0
SRR3228496	SAMN04555308	0	0	0
SRR3228497	SAMN04555309	0	0	0
SRR3228498	SAMN04555310	0	0	0
SRR3228533	SAMN04555479	0	0	0
SRR3228534	SAMN04555480	0	0	0
SRR3228535	SAMN04555481	0	0	0
SRR3228536	SAMN04555482	0	0	0
SRR3228537	SAMN04555483	0	0	0
SRR3228538	SAMN04555484	0	0	0
SRR3228539	SAMN04555485	0	0	0
SRR3228540	SAMN04555486	0	0	0
SRR3228541	SAMN04555487	0	0	0
SRR3228542	SAMN04555488	0	0	0
SRR3228543	SAMN04555489	0	0	0
SRR3228544	SAMN04555490	0	0	0
SRR3228545	SAMN04555491	0	0	0
SRR3228546	SAMN04555492	0	0	0
SRR3228547	SAMN04555493	0	0	0
SRR3228548	SAMN04555494	0	0	0
SRR3228549	SAMN04555495	0	0	0
SRR3228550	SAMN04555496	0	0	0
SRR3228551	SAMN04555497	0	0	0
SRR3228552	SAMN04555498	0	0	0
SRR3228553	SAMN04555499	0	0	0
SRR3228554	SAMN04555500	0	0	0
SRR3228555	SAMN04555501	0	0	0
SRR3228556	SAMN04555502	0	0	0
SRR3228557	SAMN04555503	0	0	0
SRR3228558	SAMN04555504	0	0	0
SRR3228559	SAMN04555505	0	0	0
SRR3228560	SAMN04555506	0	0	0
SRR3228561	SAMN04555507	0	0	0
SRR3228562	SAMN04555508	0	0	0
SRR3228563	SAMN04555509	0	0	0
SRR3228564	SAMN04555510	0	0	0
SRR3228565	SAMN04555511	0	0	0
SRR3228566	SAMN04555512	0	0	0
SRR3228567	SAMN04555513	0	0	0
SRR3228568	SAMN04555514	0	0	0
SRR3228569	SAMN04555515	0	0	0
SRR3228570	SAMN04555516	0	0	0
SRR3228571	SAMN04555517	0	0	0
SRR3228572	SAMN04555518	0	0	0
SRR3228573	SAMN04555519	0	0	0
SRR3228574	SAMN04555520	0	0	0
SRR3228575	SAMN04555521	0	0	0
SRR3242011	SAMN04014904	1	1	0
SRR3242016	SAMN04014919	0	0	0
SRR3242017	SAMN04014924	1	0	0
SRR3242022	SAMN04014929	0	0	0
SRR3242026	SAMN04014942	0	1	0
SRR3242027	SAMN04014943	0	0	0
SRR3242033	SAMN04568502	0	0	0
SRR3242034	SAMN04568503	0	0	0
SRR3242035	SAMN04568504	0	0	0
SRR3242036	SAMN04568505	0	0	0
SRR3242037	SAMN04568506	0	0	0
SRR3242038	SAMN04568507	0	0	0
SRR3242039	SAMN04568508	0	0	0
SRR3242040	SAMN04568509	0	0	0
SRR3242041	SAMN04568510	0	0	0
SRR3242042	SAMN04568511	0	0	0
SRR3242043	SAMN04568512	0	0	0
SRR3242044	SAMN04568513	0	0	0
SRR3242045	SAMN04568514	0	0	0
SRR3242046	SAMN04568515	0	0	0
SRR3242047	SAMN04568516	0	0	0
SRR3242048	SAMN04568517	0	0	0
SRR3242049	SAMN04568518	0	0	0
SRR3242050	SAMN04568519	0	0	0
SRR3242051	SAMN04568520	0	0	0
SRR3242052	SAMN04568521	0	0	0
SRR3242053	SAMN04568522	0	0	0
SRR3242054	SAMN04568523	0	0	0
SRR3502988	SAMN04993337	1	0	0
SRR3502990	SAMN04993338	1	0	0
SRR3502996	SAMN04993339	0	0	0
SRR3503026	SAMN04993340	1	0	0
SRR3503028	SAMN04993341	1	0	0
SRR3503029	SAMN04993343	1	0	0
SRR3503033	SAMN04993345	1	0	0
SRR3503035	SAMN04993349	1	0	0
SRR3503038	SAMN04993350	0	0	0
SRR3503441	SAMN04993351	1	0	0
SRR3503443	SAMN04993353	0	1	0
SRR3503444	SAMN04993355	1	0	0
SRR3503448	SAMN04993357	1	0	0
SRR3503451	SAMN04993359	1	0	0
SRR3503456	SAMN04993360	1	0	0
SRR3503457	SAMN04993363	1	0	0
SRR3503458	SAMN04993365	1	0	0
SRR3503459	SAMN04993366	1	0	0
SRR3503472	SAMN04993370	0	0	0
SRR3503473	SAMN04993372	1	0	0
SRR3503474	SAMN04993374	1	0	0
SRR3503476	SAMN04993377	1	0	0
SRR3503601	SAMN04993378	1	0	0
SRR3503602	SAMN04993379	0	0	0
SRR3503603	SAMN04993381	1	0	0
SRR3503610	SAMN04993382	1	0	0
SRR3503615	SAMN04993384	1	0	0
SRR3503617	SAMN04993412	1	0	0
SRR3503620	SAMN04993385	1	0	0
SRR3503622	SAMN04993386	1	0	0
SRR3503626	SAMN04993413	1	0	0
SRR3503631	SAMN04993414	0	1	0
SRR3503820	SAMN04993416	1	0	0
SRR3503822	SAMN04993417	0	0	0
SRR3503825	SAMN04993418	1	0	0
SRR3503827	SAMN04993419	0	0	0
SRR3503828	SAMN04993420	1	0	0
SRR3503830	SAMN04993415	0	1	0
SRR3503835	SAMN04993421	1	0	0
SRR3503836	SAMN04993422	1	0	0
SRR3503841	SAMN04993424	1	0	0
SRR3503843	SAMN04993426	1	0	0
SRR3503845	SAMN04993427	0	0	0
SRR3503898	SAMN04993429	1	0	0
SRR3503900	SAMN04993430	1	0	0
SRR3503903	SAMN04993434	1	0	0
SRR3503904	SAMN04993432	1	0	0
SRR3503905	SAMN04993435	1	0	0
SRR3503907	SAMN04993437	0	0	0
SRR3503909	SAMN04993438	1	0	0
SRR3503910	SAMN04993440	1	0	0
SRR3503911	SAMN04993442	1	0	0
SRR3503913	SAMN04993444	1	0	0
SRR3503914	SAMN04993445	1	0	0
SRR3503915	SAMN04993447	1	0	0
SRR3503957	SAMN04993449	1	0	0
SRR3504013	SAMN04993451	0	1	0
SRR3504014	SAMN04993453	1	0	0
SRR3504016	SAMN04993455	1	0	0
SRR3504095	SAMN04993388	1	0	0
SRR3504097	SAMN04993390	1	0	0
SRR3504099	SAMN04993393	1	0	0
SRR3504209	SAMN04993397	1	0	0
SRR3504211	SAMN04993399	1	0	0
SRR3504213	SAMN04993401	1	0	0
SRR3504215	SAMN04993405	1	0	0
SRR3504216	SAMN04993407	1	0	0
SRR3504218	SAMN04993409	1	0	0
SRR3504220	SAMN04993411	1	0	0
SRR3536229	SAMN04993368	1	0	0
SRR4417569	SAMN04901663	1	0	0
SRR4417570	SAMN04901664	0	1	0
SRR4417571	SAMN04901673	1	0	0
SRR4417572	SAMN04901674	0	1	0
SRR4417573	SAMN04901675	0	1	0
SRR4417574	SAMN04901676	0	0	0
SRR4417575	SAMN04901677	0	1	0
SRR4417577	SAMN04901678	1	0	0
SRR4417578	SAMN04901679	0	1	0
SRR4417579	SAMN04901680	1	0	0
SRR4417581	SAMN04901681	1	0	0
SRR4417582	SAMN04901682	0	1	0
SRR4417583	SAMN04901665	1	0	0
SRR4417585	SAMN04901683	0	1	0
SRR4417586	SAMN04901684	1	0	0
SRR4417587	SAMN04901685	1	0	0
SRR4417589	SAMN04901686	1	0	0
SRR4417590	SAMN04901687	1	0	0
SRR4417591	SAMN04901688	0	0	0
SRR4417592	SAMN04901689	1	0	0
SRR4417593	SAMN04901690	0	0	0
SRR4417594	SAMN04901691	0	1	0
SRR4417595	SAMN04901692	1	0	0
SRR4417598	SAMN04901693	1	0	0
SRR4417599	SAMN04901694	0	1	0
SRR4417600	SAMN04901695	0	1	0
SRR4417601	SAMN04901696	0	1	0
SRR4417602	SAMN04901697	0	0	0
SRR4417603	SAMN04901698	0	0	0
SRR4417604	SAMN04901699	1	0	0
SRR4417605	SAMN04901700	1	0	0
SRR4417606	SAMN04901701	1	0	0
SRR4417607	SAMN04901702	0	0	0
SRR4417608	SAMN04901667	0	1	0
SRR4417609	SAMN04901703	1	0	0
SRR4417610	SAMN04901668	1	0	0
SRR4417611	SAMN04901669	1	0	0
SRR4417612	SAMN04901670	0	0	0
SRR4417613	SAMN04901671	0	0	0
SRR4417614	SAMN04901672	1	0	0
SRR5120223	SAMN06007771	0	0	0
SRR5237398	SAMN06311521	0	1	0
SRR5445923	SAMN06754731	0	0	0
SRR5445925	SAMN06754729	0	0	0
SRR5477432	SAMN06827909	1	0	0
SRR5477433	SAMN06827878	0	1	0
SRR5477434	SAMN06827876	0	1	0
SRR5477435	SAMN06827877	1	0	0
SRR5477436	SAMN06827875	1	0	0
SRR5477437	SAMN06827873	0	1	0
SRR5477438	SAMN06827874	1	0	0
SRR5477439	SAMN06827872	1	0	0
SRR5477440	SAMN06827910	1	1	0
SRR5511001	SAMN06837745	0	0	0
SRR5511002	SAMN06837743	0	0	0
SRR5511003	SAMN06837744	1	0	0
SRR5511005	SAMN06837773	0	0	0
SRR5511006	SAMN06837775	0	0	0
SRR5511007	SAMN06837776	0	0	0
SRR5511008	SAMN06837774	1	0	0
SRR5511025	SAMN06837772	0	0	0
SRR5511027	SAMN06837771	1	0	0
SRR5511028	SAMN06837769	0	0	0
SRR5511029	SAMN06837765	1	1	0
SRR5511031	SAMN06837767	1	0	0
SRR5511034	SAMN06837763	0	0	0
SRR5511035	SAMN06837762	0	0	0
SRR5511047	SAMN06837759	1	0	0
SRR5511048	SAMN06837761	0	1	0
SRR5511049	SAMN06837758	0	0	0
SRR5511050	SAMN06837757	1	0	0
SRR5511051	SAMN06837756	0	0	0
SRR5511077	SAMN06837752	0	0	0
SRR5511079	SAMN06837750	1	0	0
SRR5511080	SAMN06837751	1	0	0
SRR5511081	SAMN06837753	0	0	0
SRR5511082	SAMN06837749	0	0	0
SRR5511083	SAMN06837748	0	0	0
SRR5511084	SAMN06837742	0	0	0
SRR5511086	SAMN06837740	0	0	0
SRR5511179	SAMN06837741	1	0	0
SRR5511181	SAMN06837803	1	0	0
SRR5511182	SAMN06837807	0	0	0
SRR5511183	SAMN06837737	1	0	0
SRR5511209	SAMN06837797	0	0	0
SRR5511210	SAMN06837800	1	0	0
SRR5511211	SAMN06837802	0	0	0
SRR5511212	SAMN06837799	0	0	0
SRR5511213	SAMN06837791	1	0	0
SRR5511214	SAMN06837796	0	0	1
SRR5511215	SAMN06837794	0	0	0
SRR5511216	SAMN06837792	0	0	0
SRR5511217	SAMN06837787	0	0	0
SRR5511218	SAMN06837789	1	0	0
SRR5511219	SAMN06837788	1	0	0
SRR5511220	SAMN06837786	0	0	0
SRR5511222	SAMN06837783	1	0	0
SRR5511223	SAMN06837784	1	0	0
SRR5511227	SAMN06837812	1	0	0
SRR5511231	SAMN06837813	0	0	0
SRR5511232	SAMN06837809	0	0	0
SRR5511233	SAMN06837811	0	0	0
SRR5511234	SAMN06837836	1	0	0
SRR5511235	SAMN06837810	0	0	0
SRR5511236	SAMN06837835	1	0	0
SRR5511237	SAMN06837832	0	1	0
SRR5511238	SAMN06837833	1	0	0
SRR5511239	SAMN06837834	0	0	0
SRR5511240	SAMN06837831	0	0	0
SRR5511241	SAMN06837830	1	0	0
SRR5511242	SAMN06837829	0	0	1
SRR5511243	SAMN06837825	0	0	0
SRR5511244	SAMN06837828	0	0	0
SRR5511246	SAMN06837826	1	0	0
SRR5511247	SAMN06837823	1	0	0
SRR5511248	SAMN06837824	0	0	0
SRR5511249	SAMN06837822	0	0	0
SRR5511250	SAMN06837821	1	0	0
SRR5511284	SAMN06837817	0	0	0
SRR5511285	SAMN06837818	1	0	0
SRR5511286	SAMN06837816	0	1	0
SRR5511287	SAMN06837819	1	0	0
SRR5511288	SAMN06837814	1	0	0
SRR5511289	SAMN06837815	1	0	0
SRR5519632	SAMN06892213	1	0	0
SRR5519633	SAMN06892214	0	0	0
SRR5519634	SAMN06892212	1	0	0
SRR5519635	SAMN06892216	0	0	0
SRR5519636	SAMN06892215	0	0	0
SRR5519638	SAMN06892211	0	0	0
SRR5519645	SAMN06892209	0	0	0
SRR5519647	SAMN06892210	0	0	0
SRR5519650	SAMN06892248	1	0	0
SRR5519653	SAMN06892249	1	0	0
SRR5519654	SAMN06892244	0	0	0
SRR5519656	SAMN06892245	0	0	0
SRR5519657	SAMN06892242	1	0	0
SRR5519665	SAMN06892241	0	0	0
SRR5519667	SAMN06892237	1	0	0
SRR5519668	SAMN06892239	0	0	0
SRR5519669	SAMN06892227	0	0	0
SRR5519672	SAMN06892231	1	0	0
SRR5519673	SAMN06892234	1	0	0
SRR5519674	SAMN06892224	1	0	0
SRR5519711	SAMN06892225	1	0	0
SRR5519712	SAMN06892226	0	0	0
SRR5519713	SAMN06892223	1	0	0
SRR5519714	SAMN06892222	1	0	0
SRR5519716	SAMN06892220	0	1	0
SRR5519720	SAMN06892218	1	0	0
SRR5519721	SAMN06892217	1	0	0
SRR5519722	SAMN06892219	1	0	0
SRR5519723	SAMN06892221	0	0	0
