sample_id	biosample	blaSHV	blaKPC	blaNDM	blaCTX-M	qnrB	blaOXA-48-like	aac6-Ib-cr
ERR1640641	SAMEA3918415	1	0	0	1	1	0	0
ERR1640644	SAMEA3918418	1	0	0	1	0	0	0
ERR1640645	SAMEA3918419	1	0	0	1	1	0	1
ERR1640646	SAMEA3918420	1	0	0	1	1	0	1
ERR1640647	SAMEA3918423	1	0	0	1	1	0	1
ERR1640648	SAMEA3918425	1	0	0	1	0	0	0
ERR1640649	SAMEA3918426	1	0	0	1	1	0	1
ERR1640650	SAMEA3918427	1	0	0	1	0	0	1
ERR1640651	SAMEA3918428	1	0	0	1	1	0	1
ERR1640652	SAMEA3918430	1	0	0	1	1	0	1
ERR1640653	SAMEA3918431	1	0	0	1	1	0	1
ERR1640654	SAMEA3918432	1	0	0	1	0	0	0
ERR1640655	SAMEA3918435	0	0	0	0	0	0	0
ERR1640656	SAMEA3918436	1	0	0	1	0	0	0
ERR1640657	SAMEA3918437	1	0	0	1	1	0	1
ERR1640658	SAMEA3918438	1	0	0	1	0	0	0
ERR1640660	SAMEA3918440	1	0	0	1	0	0	0
ERR1640661	SAMEA3918441	1	0	0	1	1	0	1
ERR1640662	SAMEA3918442	1	0	0	1	1	0	1
ERR1640663	SAMEA3918443	1	0	0	1	1	0	1
ERR1640664	SAMEA3918444	1	0	0	1	0	0	1
ERR1640665	SAMEA3918445	1	0	0	1	0	0	0
ERR1640666	SAMEA3918446	1	0	0	1	1	0	1
ERR1640667	SAMEA3918447	1	0	0	1	0	0	1
ERR1640668	SAMEA3918448	1	0	0	1	1	0	1
ERR1640669	SAMEA3918449	1	0	0	1	0	0	0
ERR1640670	SAMEA3918450	1	0	0	1	1	0	1
ERR1640672	SAMEA3918453	1	0	0	1	1	0	1
ERR1640673	SAMEA3918454	1	0	0	1	1	0	1
ERR1640674	SAMEA3918455	1	0	0	1	1	0	1
ERR1640676	SAMEA3918457	1	0	0	1	1	0	1
ERR1640677	SAMEA3918458	1	0	0	1	1	0	1
ERR1640678	SAMEA3918459	1	0	0	1	1	0	1
ERR1640679	SAMEA3918460	1	0	0	1	1	0	1
ERR1640680	SAMEA3918461	1	0	0	1	1	0	1
ERR1640681	SAMEA3918462	1	0	0	1	0	0	0
ERR1640682	SAMEA3918463	1	0	0	1	0	0	0
ERR1640684	SAMEA3918465	1	0	0	1	1	0	1
ERR1640685	SAMEA3918466	1	0	0	1	1	0	1
ERR1640686	SAMEA3918636	1	0	0	1	0	0	0
ERR1640687	SAMEA3918637	1	0	0	1	1	0	1
ERR1640688	SAMEA3918638	1	0	0	1	1	0	1
ERR1640689	SAMEA3918639	1	0	0	1	1	0	0
ERR1640692	SAMEA3918642	1	0	0	1	1	0	1
ERR1640696	SAMEA3918646	1	0	0	1	0	0	0
ERR1640697	SAMEA3918647	1	0	0	1	0	0	0
ERR1640698	SAMEA3918648	1	0	0	1	1	0	1
ERR1640699	SAMEA3918649	1	0	0	1	0	0	0
ERR1640700	SAMEA3918650	1	0	0	1	1	0	1
ERR1640701	SAMEA3918651	1	0	0	1	1	0	1
ERR1640703	SAMEA3918653	1	0	0	1	1	0	1
ERR1640705	SAMEA3918655	1	0	0	1	1	0	1
ERR1640706	SAMEA3918656	1	0	0	1	0	0	0
ERR1640707	SAMEA3918657	1	0	0	1	1	0	1
ERR1640709	SAMEA3918660	1	0	0	1	0	0	0
ERR1640711	SAMEA3918662	1	0	0	1	1	0	1
ERR1640713	SAMEA3918664	1	0	0	1	1	0	1
ERR1640714	SAMEA3918665	1	0	0	1	0	0	0
ERR1640715	SAMEA3918666	1	0	0	1	1	0	1
ERR1640716	SAMEA3918667	1	0	0	1	0	0	0
ERR1640718	SAMEA3918669	1	0	0	1	0	0	1
ERR1640719	SAMEA3918670	1	0	0	1	0	0	0
ERR1640722	SAMEA3918673	1	0	0	1	0	0	0
ERR1640723	SAMEA3918674	1	0	0	1	1	0	1
ERR1640725	SAMEA3918676	1	0	0	1	0	0	1
ERR1640727	SAMEA3918678	1	0	0	1	1	0	1
ERR1640730	SAMEA3918681	1	0	0	1	1	0	1
ERR1640731	SAMEA3918682	1	0	0	1	0	0	0
ERR1640732	SAMEA3918683	1	0	0	1	0	0	0
ERR1640733	SAMEA3918684	1	0	0	1	0	0	0
ERR1640735	SAMEA3918686	1	0	0	1	0	0	0
ERR1640736	SAMEA3918687	1	0	0	1	1	0	1
ERR1640737	SAMEA3918688	0	0	0	0	0	1	0
ERR1640738	SAMEA3918689	1	0	0	1	1	0	1
ERR1640741	SAMEA3918692	1	0	0	1	0	0	0
ERR1640742	SAMEA3918697	1	0	0	1	0	0	0
ERR1640743	SAMEA3918698	1	0	0	1	1	0	1
ERR1640744	SAMEA3918701	1	0	0	1	0	0	0
ERR1640745	SAMEA3918702	1	0	0	1	0	0	0
ERR1640746	SAMEA3918703	0	0	0	1	0	0	0
ERR1640748	SAMEA3918707	1	0	0	1	1	0	1
ERR1640749	SAMEA3918708	1	0	0	1	1	0	1
ERR1640752	SAMEA3918711	1	0	0	1	1	0	1
ERR1640753	SAMEA3918712	1	0	0	1	1	0	1
ERR1640754	SAMEA3918714	1	0	0	1	0	0	0
ERR1640755	SAMEA3918715	0	0	0	1	0	0	0
ERR1640758	SAMEA3918721	1	0	0	1	1	0	1
ERR1640760	SAMEA3918726	0	0	0	1	0	0	0
ERR1640762	SAMEA3918728	1	0	0	1	1	0	1
ERR1640763	SAMEA3918732	1	0	0	1	0	0	0
ERR1640765	SAMEA3918734	1	0	0	1	0	0	0
ERR1640766	SAMEA3918737	1	0	0	1	1	0	1
ERR1640768	SAMEA3918740	1	0	0	1	1	0	1
ERR1761466	SAMEA29209168	0	1	0	0	0	0	0
ERR1761507	SAMEA29239918	0	0	0	0	0	1	0
ERR1795072	SAMEA49367668	1	1	0	0	0	0	0
ERR1795073	SAMEA49368418	1	1	0	1	1	0	0
ERR1795074	SAMEA49369168	1	1	0	0	0	0	0
ERR1795075	SAMEA49369918	1	1	0	0	0	0	0
ERR1795076	SAMEA49370668	1	1	0	0	0	0	0
ERR1795077	SAMEA49371418	1	1	0	0	0	0	0
ERR1795078	SAMEA49372168	1	1	0	0	0	0	0
ERR1795079	SAMEA49372918	1	0	1	1	0	0	0
ERR1795080	SAMEA49373668	1	0	1	1	0	0	0
ERR1795081	SAMEA49374418	1	1	0	0	0	0	0
ERR1795083	SAMEA49375918	1	0	1	1	0	0	0
ERR1795084	SAMEA49376668	1	1	0	0	0	0	0
ERR1795085	SAMEA49377418	1	1	0	0	0	0	0
ERR1795086	SAMEA49378168	1	1	0	0	0	0	0
ERR1795087	SAMEA49378918	1	0	1	0	0	0	0
ERR1795938	SAMEA4362595	0	0	0	0	0	0	0
ERR1795939	SAMEA4362596	0	0	0	0	0	0	0
ERR1795940	SAMEA4362597	0	0	0	0	0	0	0
ERR1795941	SAMEA4362598	0	0	0	0	0	0	0
ERR1795942	SAMEA4362599	0	0	0	0	0	0	0
ERR1795943	SAMEA4362600	1	0	0	0	0	0	0
ERR1795944	SAMEA4362601	1	0	0	0	0	0	0
ERR1795945	SAMEA4362602	1	0	0	0	0	0	0
ERR1795946	SAMEA4362603	1	0	0	0	0	0	0
ERR1795947	SAMEA4362604	0	0	0	0	0	0	0
ERR1795948	SAMEA4362605	0	0	0	0	0	0	0
ERR1795949	SAMEA4362606	1	0	0	0	0	0	0
ERR1795950	SAMEA4362607	1	0	0	0	0	0	0
ERR1795951	SAMEA4362608	1	0	0	0	0	0	0
ERR1795952	SAMEA4362609	1	0	0	0	0	0	0
ERR1795953	SAMEA4362610	1	0	0	0	0	0	0
ERR1795954	SAMEA4362611	1	0	0	0	0	0	0
ERR1795955	SAMEA4362612	0	0	0	0	0	0	0
ERR1795956	SAMEA4362613	1	0	0	1	1	0	1
ERR1795957	SAMEA4362614	1	0	0	1	1	0	1
ERR1795958	SAMEA4362615	1	0	0	0	0	0	0
ERR1795959	SAMEA4362616	1	0	0	0	0	0	0
ERR1795960	SAMEA4362617	1	0	0	0	0	0	0
ERR1795961	SAMEA4362618	1	0	0	0	0	0	0
ERR1795962	SAMEA4362619	1	0	0	0	0	0	0
ERR1795963	SAMEA4362620	1	0	0	0	0	0	0
ERR1795964	SAMEA4362621	1	0	0	0	0	0	0
ERR1795965	SAMEA4362622	1	0	0	0	0	0	0
ERR1795966	SAMEA4362623	1	0	0	0	0	0	0
ERR1795967	SAMEA4362624	1	0	0	0	0	0	0
ERR1795968	SAMEA4362625	1	0	0	0	0	0	0
ERR1795969	SAMEA4362626	0	0	0	0	0	0	0
ERR1795970	SAMEA4362627	0	0	0	0	0	0	0
ERR1795971	SAMEA4362628	0	0	0	0	0	0	0
ERR1795972	SAMEA4362629	0	0	0	0	0	0	0
ERR1795973	SAMEA4362630	0	0	0	0	0	0	0
ERR1795974	SAMEA4362631	0	0	0	0	0	0	0
ERR1795975	SAMEA4362632	1	0	0	0	0	0	0
ERR1795976	SAMEA4362633	1	0	0	0	0	0	0
ERR1795977	SAMEA4362634	1	0	0	0	0	0	0
ERR1795978	SAMEA4362635	1	0	0	0	0	0	0
ERR1795979	SAMEA4362636	1	0	0	0	0	0	0
ERR1795980	SAMEA4362637	1	0	0	0	0	0	0
ERR1795981	SAMEA4362638	1	0	0	0	0	0	0
ERR1795982	SAMEA4362639	1	0	0	0	0	0	0
ERR1795983	SAMEA4362640	1	0	0	0	0	0	0
ERR1795984	SAMEA4362641	1	0	0	0	0	0	0
ERR1795985	SAMEA4362642	1	0	0	0	0	0	0
ERR1795986	SAMEA4362643	1	0	0	1	1	0	1
ERR1795987	SAMEA4362644	1	0	0	1	1	0	1
ERR1795988	SAMEA4362645	1	0	0	0	0	0	0
ERR1795989	SAMEA4362646	0	0	0	0	0	0	0
ERR1795990	SAMEA4362647	0	0	0	0	0	0	0
ERR1795991	SAMEA4362648	1	0	0	0	0	0	0
ERR1795992	SAMEA4362649	1	0	0	0	0	0	0
ERR1795993	SAMEA4362650	1	0	0	0	0	0	0
ERR1795994	SAMEA4362651	1	0	0	0	0	0	0
ERR1795995	SAMEA4362652	1	0	0	0	0	0	0
ERR1795996	SAMEA4362653	1	0	0	0	0	0	0
ERR1795997	SAMEA4362654	1	0	0	0	0	0	0
ERR1795998	SAMEA4362655	1	0	0	0	0	0	0
ERR1795999	SAMEA4362656	1	0	0	0	0	0	0
ERR1796000	SAMEA4362657	1	0	0	0	0	0	0
ERR1796001	SAMEA4362658	0	0	0	0	0	0	0
ERR1796002	SAMEA4362659	0	0	0	0	0	0	0
ERR1796003	SAMEA4362660	0	0	0	0	0	0	0
ERR1796004	SAMEA4362661	0	0	0	0	0	0	0
ERR1796005	SAMEA4362662	0	0	0	0	0	0	0
ERR1796006	SAMEA4362663	1	0	0	0	0	0	0
ERR1796007	SAMEA4362664	1	0	0	0	0	0	0
ERR1796008	SAMEA4362665	1	0	0	0	0	0	0
ERR1796009	SAMEA4362666	1	0	0	0	0	0	0
ERR1796010	SAMEA4362667	1	0	0	0	0	0	0
ERR1796011	SAMEA4362668	1	0	0	0	0	0	0
ERR1796012	SAMEA4362669	1	0	0	1	1	0	1
ERR1796013	SAMEA4362670	1	0	0	1	1	0	1
ERR1796014	SAMEA4362671	1	0	0	1	1	0	1
ERR1796015	SAMEA4362672	1	0	0	0	0	0	0
ERR1796016	SAMEA4362673	1	0	0	0	0	0	0
ERR1796017	SAMEA4362674	1	0	0	0	0	0	0
ERR1796018	SAMEA4362675	1	0	0	0	0	0	0
ERR1796019	SAMEA4362676	1	0	0	0	0	0	0
ERR1796020	SAMEA4362677	1	0	0	0	0	0	0
ERR1796021	SAMEA4362678	0	0	0	0	0	0	0
ERR1796022	SAMEA4362679	1	0	0	0	0	0	0
ERR1796024	SAMEA4362681	1	0	0	0	0	0	0
ERR1796025	SAMEA4362682	1	0	0	0	0	0	0
ERR1796026	SAMEA4362683	1	0	0	0	0	0	0
ERR1796027	SAMEA4362684	1	0	0	0	0	0	0
ERR1796028	SAMEA4362685	1	0	0	0	0	0	0
ERR1796029	SAMEA4362686	1	0	0	0	0	0	0
ERR1796030	SAMEA4362687	1	0	0	0	0	0	0
ERR1796031	SAMEA4362688	1	0	0	0	0	0	0
ERR1796032	SAMEA4362689	1	0	0	0	0	0	0
ERR1796033	SAMEA4362690	1	0	0	0	0	0	0
ERR1796034	SAMEA4362691	0	0	0	0	0	0	0
ERR1796035	SAMEA4362692	0	0	0	0	0	0	0
ERR1796036	SAMEA4362693	0	0	0	0	0	0	0
ERR1796037	SAMEA4362694	0	0	0	0	0	0	0
ERR1796038	SAMEA4362695	1	0	0	0	0	0	0
ERR1796039	SAMEA4362696	1	0	0	0	0	0	0
ERR1796040	SAMEA4362697	1	0	0	0	0	0	0
ERR1796041	SAMEA4362698	1	0	0	0	0	0	0
ERR1796042	SAMEA4362699	1	0	0	0	0	0	0
ERR1796043	SAMEA4362700	1	0	0	1	1	0	1
ERR1796044	SAMEA4362701	1	0	0	0	0	0	0
ERR1796045	SAMEA4362702	1	0	0	0	0	0	0
ERR1796046	SAMEA4362703	1	0	0	0	0	0	0
ERR1796047	SAMEA4362704	1	0	0	0	0	0	0
ERR1796048	SAMEA4362705	1	0	0	0	0	0	0
ERR1796049	SAMEA4362706	1	0	0	0	0	0	0
ERR1796050	SAMEA4362707	1	0	0	0	0	0	0
ERR1796051	SAMEA4362708	1	0	0	0	0	0	0
ERR1796053	SAMEA4362710	1	0	0	0	0	0	0
ERR1796054	SAMEA4362711	1	0	0	0	0	0	0
ERR1796055	SAMEA4362712	0	0	0	0	0	0	0
ERR1796056	SAMEA4362713	0	0	0	0	0	0	0
ERR1796057	SAMEA4362714	0	0	0	0	0	0	0
ERR1796058	SAMEA4362715	1	0	0	0	0	0	0
ERR1796059	SAMEA4362716	1	0	0	1	1	0	1
ERR1796060	SAMEA4362717	1	0	0	1	1	0	1
ERR1796061	SAMEA4362718	1	0	0	0	0	0	0
ERR1810608	SAMEA55378918	1	0	0	0	0	1	0
ERR1810609	SAMEA55379668	1	0	1	1	0	0	0
ERR1811831	SAMEA56275918	1	1	0	0	1	0	1
ERR1811832	SAMEA56276668	1	0	0	0	1	1	0
ERR1811833	SAMEA56277418	1	0	0	0	0	1	0
ERR1811834	SAMEA56278168	1	1	0	0	1	0	1
ERR1811835	SAMEA56278918	0	0	0	0	0	1	0
ERR1811836	SAMEA56279668	1	0	0	1	0	1	0
ERR1811837	SAMEA56280418	1	1	0	0	0	0	0
ERR1813603	SAMEA56281168	1	0	0	0	1	1	0
ERR1813604	SAMEA56281918	1	0	0	1	0	1	1
ERR1813605	SAMEA56282668	1	0	0	0	1	1	0
ERR1813606	SAMEA56283418	1	0	0	0	1	1	0
ERR1813607	SAMEA56284168	1	1	0	0	0	0	0
ERR1813608	SAMEA56284918	1	0	0	0	0	1	0
ERR1813609	SAMEA56285668	1	0	0	1	0	1	1
ERR1813610	SAMEA56286418	1	0	0	1	0	1	1
ERR1815065	SAMEA70594918	1	0	1	0	0	0	0
ERR1815066	SAMEA70595668	1	0	1	1	0	0	0
ERR1815067	SAMEA70596418	1	0	1	1	0	0	0
ERR1815068	SAMEA70597918	1	1	0	0	0	0	0
ERR1815069	SAMEA70598668	1	1	0	0	0	0	0
ERR1815070	SAMEA70599418	1	1	0	0	0	0	0
ERR1815292	SAMEA70597168	1	0	1	1	1	0	1
ERR1815293	SAMEA70600168	1	0	0	1	1	1	1
ERR1817317	SAMEA79703668	0	0	0	0	0	0	0
ERR1829912	SAMEA87955168	1	1	0	0	0	0	0
ERR1829913	SAMEA87955918	1	1	0	0	0	0	0
ERR1829914	SAMEA87956668	1	0	1	1	0	0	0
ERR1829915	SAMEA87957418	1	1	0	0	1	0	1
ERR1829916	SAMEA87958168	1	0	1	1	0	0	0
ERR1829917	SAMEA87958918	1	0	0	1	1	1	1
ERR1829918	SAMEA87959668	1	0	0	1	1	1	1
ERR1829919	SAMEA87960418	0	0	0	0	0	1	0
ERR1829920	SAMEA87961168	0	0	0	0	0	1	0
ERR1829921	SAMEA87961918	1	0	0	0	0	1	0
ERR1829922	SAMEA87962668	1	0	0	0	0	1	0
ERR1830477	SAMEA88378918	1	0	1	1	0	0	0
ERR1830478	SAMEA88379668	1	0	1	1	0	0	0
ERR1830479	SAMEA88380418	1	0	1	1	0	0	0
ERR1830480	SAMEA88381168	1	0	1	1	0	0	0
ERR1830481	SAMEA88381918	1	1	0	0	0	0	0
ERR1830482	SAMEA88382668	1	1	0	0	0	0	0
ERR1830483	SAMEA88383418	1	0	0	0	0	1	0
ERR1830484	SAMEA88384168	1	0	0	0	1	1	0
ERR1840988	SAMEA92011918	0	0	0	0	0	1	0
ERR1840989	SAMEA92012668	0	0	0	0	0	1	0
ERR1840990	SAMEA92013418	1	0	0	1	0	1	1
ERR1840991	SAMEA92014168	0	0	0	0	0	1	0
ERR1840992	SAMEA92014918	1	0	0	0	0	1	0
ERR1840993	SAMEA92015668	1	0	0	1	1	1	1
ERR1840994	SAMEA92016418	0	0	0	0	0	1	0
ERR1840995	SAMEA92017168	1	1	0	0	0	0	0
ERR1840996	SAMEA92017918	1	0	0	1	0	1	1
ERR1840997	SAMEA92018668	1	0	0	1	1	1	1
ERR1840998	SAMEA92019418	1	0	0	0	0	1	1
ERR1840999	SAMEA92020168	0	0	0	0	0	1	0
ERR1841000	SAMEA92020918	1	0	0	1	1	1	1
ERR1841001	SAMEA92021668	1	0	0	0	0	1	0
ERR1841002	SAMEA92022418	0	0	0	0	0	1	0
ERR1852774	SAMEA4531890	1	0	0	1	1	0	1
ERR1852775	SAMEA4531891	1	0	0	1	1	0	1
ERR1852776	SAMEA4531892	1	0	0	1	0	0	1
ERR1852777	SAMEA4531893	1	0	0	1	1	0	1
ERR1852778	SAMEA4531894	1	0	0	1	1	0	1
ERR1852779	SAMEA4531895	1	0	0	1	1	0	1
ERR1852780	SAMEA4531896	1	0	0	1	0	0	1
ERR1852781	SAMEA4531897	1	0	0	1	0	0	0
ERR1852782	SAMEA4531898	1	0	0	1	0	0	0
ERR1852783	SAMEA4531899	1	0	0	1	0	0	0
ERR1852784	SAMEA4531900	1	0	0	1	1	0	1
ERR1852785	SAMEA4531901	1	0	0	1	1	0	1
ERR1852786	SAMEA4531902	1	0	0	1	1	0	1
ERR1852787	SAMEA4531903	1	0	0	1	1	0	1
ERR1852788	SAMEA4531904	1	0	0	1	1	0	1
ERR1852789	SAMEA4531905	1	0	0	1	0	0	0
ERR1852790	SAMEA4531906	1	0	0	1	1	0	1
ERR1852791	SAMEA4531907	1	0	0	1	1	0	1
ERR1852792	SAMEA4531908	1	0	0	1	0	0	1
ERR1852793	SAMEA4531909	0	0	0	1	0	0	1
ERR1852794	SAMEA4531910	0	0	0	1	0	0	1
ERR1852795	SAMEA4531911	1	0	0	1	1	0	1
ERR1852796	SAMEA4531912	1	0	0	1	0	0	1
ERR1852797	SAMEA4531913	1	0	0	1	0	0	1
ERR1852798	SAMEA4531914	1	0	0	1	0	0	1
ERR1852799	SAMEA4531915	1	0	0	1	1	0	1
ERR1852800	SAMEA4531916	1	0	0	1	0	0	0
ERR1852801	SAMEA4531917	1	0	0	1	0	0	1
ERR1852802	SAMEA4531918	0	0	0	1	0	0	0
ERR1852803	SAMEA4531919	0	0	0	1	0	0	0
ERR1852804	SAMEA4531920	1	0	0	1	1	0	1
ERR1852805	SAMEA4531921	1	0	0	1	1	0	1
ERR1852806	SAMEA4531922	1	0	0	1	1	0	1
ERR1852807	SAMEA4531923	1	0	0	1	1	0	1
ERR1852808	SAMEA4531924	1	0	0	1	1	0	1
ERR1852809	SAMEA4531925	1	0	0	1	1	0	1
ERR1852810	SAMEA4531926	1	0	0	1	0	0	1
ERR1852811	SAMEA4531927	1	0	0	1	0	0	1
ERR1852812	SAMEA4531928	1	0	0	1	0	0	1
ERR1852813	SAMEA4531929	1	0	0	1	0	0	1
ERR1852814	SAMEA4531930	1	0	0	0	0	0	0
ERR1852815	SAMEA4531931	1	0	0	0	0	0	0
ERR1852816	SAMEA4531932	1	0	0	1	1	0	1
ERR1852817	SAMEA4531933	1	0	0	1	1	0	1
ERR1852818	SAMEA4531934	1	0	0	1	1	0	1
ERR1852819	SAMEA4531935	1	0	0	1	0	0	1
ERR1852820	SAMEA4531936	1	0	0	1	0	0	1
ERR1852821	SAMEA4531937	1	0	0	1	1	0	1
ERR1852822	SAMEA4531938	1	0	0	1	1	0	1
ERR1852823	SAMEA4531939	1	0	0	1	1	0	1
ERR1852824	SAMEA4531940	0	0	0	1	0	0	1
ERR1852825	SAMEA4531941	1	0	0	1	1	0	1
ERR1852826	SAMEA4531942	0	0	0	1	1	0	1
ERR1852827	SAMEA4531943	0	0	0	1	1	0	1
ERR1852828	SAMEA4531944	1	0	0	1	1	0	1
ERR1852829	SAMEA4531945	1	0	0	1	1	0	1
ERR1852830	SAMEA4531946	1	0	0	1	0	0	1
ERR1852831	SAMEA4531947	1	0	0	1	0	0	1
ERR1852832	SAMEA4531948	1	0	0	1	1	0	1
ERR1852833	SAMEA4531949	1	0	0	1	1	0	1
ERR1852834	SAMEA4531950	1	0	0	1	0	0	1
ERR1852835	SAMEA4531951	1	0	0	1	0	0	1
ERR1852836	SAMEA4531952	1	0	0	1	0	0	1
ERR1852837	SAMEA4531953	1	0	0	1	0	0	1
ERR1852838	SAMEA4531954	1	0	0	1	0	0	1
ERR1852839	SAMEA4531955	1	0	0	1	1	0	1
ERR1852840	SAMEA4531956	0	0	0	1	1	0	1
ERR1852841	SAMEA4531957	1	0	0	1	0	0	0
ERR1852842	SAMEA4531958	1	0	0	1	1	0	1
ERR1852843	SAMEA4531959	1	0	0	1	0	0	1
ERR1852844	SAMEA4531960	1	0	0	1	0	0	1
ERR1852845	SAMEA4531961	1	0	0	1	0	0	1
ERR1852846	SAMEA4531962	1	0	0	1	1	0	1
ERR1852847	SAMEA4531963	1	0	0	1	0	0	1
ERR1852848	SAMEA4531964	1	0	0	1	1	0	1
ERR1852849	SAMEA4531965	1	0	0	1	1	0	1
ERR1852850	SAMEA4531966	1	0	0	1	0	0	1
ERR1852851	SAMEA4531967	1	0	0	1	0	0	1
ERR1852852	SAMEA4531968	1	0	0	1	0	0	1
ERR1852853	SAMEA4531969	1	0	0	0	0	0	0
ERR1852854	SAMEA4531970	1	0	0	0	0	0	0
ERR1852855	SAMEA4531971	1	0	0	1	1	0	1
ERR1852856	SAMEA4531972	1	0	0	1	0	0	1
ERR1852857	SAMEA4531973	1	0	0	1	1	0	1
ERR1852858	SAMEA4531974	1	0	0	1	1	0	1
ERR1852859	SAMEA4531975	1	0	0	1	1	0	1
ERR1852860	SAMEA4531976	1	0	0	1	1	0	1
ERR1852861	SAMEA4531977	1	0	0	1	1	0	1
ERR1852862	SAMEA4531978	1	0	0	1	1	0	1
ERR1852863	SAMEA4531979	1	0	0	1	1	0	1
ERR1852864	SAMEA4531980	1	0	0	1	1	0	1
ERR1852865	SAMEA4531981	1	0	0	1	1	0	1
ERR1852866	SAMEA4531982	1	0	0	1	1	0	1
ERR1852867	SAMEA4531983	1	0	0	1	1	0	1
ERR1852868	SAMEA4531984	1	0	0	1	0	0	1
ERR1852869	SAMEA4531985	1	0	0	1	0	0	1
ERR1852870	SAMEA4531986	0	0	0	1	1	0	1
ERR1852871	SAMEA4531987	1	0	0	1	1	0	1
ERR1852872	SAMEA4531988	1	0	0	1	1	0	1
ERR1852873	SAMEA4531989	1	0	0	1	0	0	1
ERR1852875	SAMEA4531991	1	0	0	1	1	0	1
ERR1852876	SAMEA4531992	1	0	0	1	0	0	1
ERR1852877	SAMEA4531993	1	0	0	1	0	0	0
ERR1852878	SAMEA4531994	1	0	0	1	1	0	1
ERR1852879	SAMEA4531995	1	0	0	1	1	0	1
ERR1852880	SAMEA4531996	1	0	0	1	0	0	0
ERR1852881	SAMEA4531997	1	0	0	1	1	0	1
ERR1852882	SAMEA4531998	1	0	0	1	1	0	1
ERR1852883	SAMEA4531999	1	0	0	1	0	0	1
ERR1852884	SAMEA4532000	1	0	0	1	1	0	1
ERR1852885	SAMEA4532001	1	0	0	1	0	0	1
ERR1852886	SAMEA4532002	0	0	0	1	0	0	1
ERR1852887	SAMEA4532003	1	0	0	1	0	0	1
ERR1852888	SAMEA4532004	1	0	0	1	1	0	1
ERR1852889	SAMEA4532005	1	0	0	1	1	0	1
ERR1852890	SAMEA4532006	1	0	1	1	0	0	1
ERR1852891	SAMEA4532007	1	0	1	1	0	0	1
ERR1852892	SAMEA4532008	0	0	1	1	0	0	1
ERR1852893	SAMEA4532009	1	0	1	1	0	0	0
ERR1852894	SAMEA4532010	0	0	1	1	1	0	1
ERR1852895	SAMEA4532011	0	0	1	1	0	0	1
ERR1852896	SAMEA4532012	0	0	1	1	0	0	1
ERR1852897	SAMEA4532013	1	0	1	1	0	0	0
ERR1852898	SAMEA4532014	1	0	1	1	1	0	1
ERR1852899	SAMEA4532015	1	0	0	1	0	1	1
ERR1852900	SAMEA4532016	1	0	0	1	0	0	0
ERR1852901	SAMEA4532017	1	0	1	1	0	0	0
ERR1852902	SAMEA4532018	1	0	1	1	0	0	1
ERR1852903	SAMEA4532019	1	0	1	1	0	0	1
ERR1852904	SAMEA4532020	1	0	1	1	0	0	1
ERR1852905	SAMEA4532021	1	0	1	1	0	0	1
ERR1852906	SAMEA4532022	1	0	1	1	0	0	1
ERR1852907	SAMEA4532023	1	0	1	1	0	0	1
ERR1852908	SAMEA4532024	1	0	1	1	0	0	1
ERR1852909	SAMEA4532025	1	0	1	1	0	0	1
ERR1852910	SAMEA4532026	1	0	1	1	0	0	1
ERR1852911	SAMEA4532027	1	0	0	1	1	0	0
ERR1852912	SAMEA4532028	0	0	1	1	1	0	1
ERR1852913	SAMEA4532029	0	0	0	0	1	0	0
ERR1852914	SAMEA4532030	1	0	1	0	0	0	0
ERR1852915	SAMEA4532031	0	0	1	0	0	0	0
ERR1852916	SAMEA4532032	0	0	1	1	0	0	1
ERR1852917	SAMEA4532033	0	0	0	1	0	0	1
ERR1852918	SAMEA4532034	0	0	1	1	0	0	1
ERR1852919	SAMEA4532035	1	0	1	1	1	0	1
ERR1852920	SAMEA4532036	1	0	1	1	1	0	1
ERR1852921	SAMEA4532037	1	0	1	1	1	0	1
ERR1852922	SAMEA4532038	1	0	1	1	1	0	1
ERR1852923	SAMEA4532039	1	0	1	1	1	0	1
ERR1852924	SAMEA4532040	1	0	1	1	1	0	1
ERR1852925	SAMEA4532041	1	0	1	1	1	0	1
ERR1852926	SAMEA4532042	1	0	1	1	1	0	1
ERR1852927	SAMEA4532043	1	0	1	1	1	0	1
ERR1852928	SAMEA4532044	1	0	1	1	1	0	1
ERR1852929	SAMEA4532045	1	0	1	1	1	0	1
ERR1852930	SAMEA4532046	1	0	0	0	0	0	0
ERR1852931	SAMEA4532047	1	0	0	0	1	0	1
ERR1852932	SAMEA4532048	1	0	0	0	1	0	0
ERR1852933	SAMEA4532049	1	0	0	0	1	0	1
ERR1852934	SAMEA4532050	1	0	0	0	1	0	1
ERR1852935	SAMEA4532051	1	0	0	1	0	0	1
ERR1852936	SAMEA4532052	0	0	1	0	1	0	1
ERR1852937	SAMEA4532053	1	0	0	0	1	0	0
ERR1852938	SAMEA4532054	1	0	0	0	1	0	1
ERR1852939	SAMEA4532055	1	0	0	0	1	0	0
ERR1852940	SAMEA4532056	1	0	1	0	0	0	0
ERR1852941	SAMEA4532057	1	0	0	0	0	0	0
ERR1852942	SAMEA4532058	1	0	1	1	0	0	1
ERR1852943	SAMEA4532059	1	0	1	1	0	0	1
ERR1852944	SAMEA4532060	1	0	1	1	0	0	1
ERR1852945	SAMEA4532061	1	0	1	1	0	0	1
ERR1852946	SAMEA4532062	1	0	1	1	0	0	1
